B9J08_003268	CJI97_003343
B9J08_005431	CJI97_005514
B9J08_001565	CJI97_001745
B9J08_003540	CJI97_003613
B9J08_005373	CJI97_005456
B9J08_000978	CJI97_000997
B9J08_004688	CJI97_004764
B9J08_001225	CJI97_001381
B9J08_000015	CJI97_000022
B9J08_000061	CJI97_000067
B9J08_004608	CJI97_004844
B9J08_001464	CJI97_001140
B9J08_002376	CJI97_001921
B9J08_005039	CJI97_005123
B9J08_002496	CJI97_002040
B9J08_003245	CJI97_003320
B9J08_004630	CJI97_004822
B9J08_004686	CJI97_004766
B9J08_001642	CJI97_001668
B9J08_002132	CJI97_002323
B9J08_003682	CJI97_003757
B9J08_000821	CJI97_000839
B9J08_001887	CJI97_002548
B9J08_004201	CJI97_004265
B9J08_002607	CJI97_002661
B9J08_002372	CJI97_001917
B9J08_000437	CJI97_000437
B9J08_000636	CJI97_000638
B9J08_002456	CJI97_002000
B9J08_002094	CJI97_002285
B9J08_003504	CJI97_003578
B9J08_001422	CJI97_001182
B9J08_005560	CJI97_004551
B9J08_001562	CJI97_001748
B9J08_005034	CJI97_005118
B9J08_005242	CJI97_005324
B9J08_004445	CJI97_004509
B9J08_004868	CJI97_004584
B9J08_001102	CJI97_001504
B9J08_001841	CJI97_002502
B9J08_004586	CJI97_004866
B9J08_000861	CJI97_000879
B9J08_000348	CJI97_000348
B9J08_004505	CJI97_004947
B9J08_005474	CJI97_005557
B9J08_000640	CJI97_000642
B9J08_001357	CJI97_001247
B9J08_001786	CJI97_002447
B9J08_004670	CJI97_004782
B9J08_001767	CJI97_002428
B9J08_001511	CJI97_001093
B9J08_000402	CJI97_000402
B9J08_003966	CJI97_004056
B9J08_005548	CJI97_004538
B9J08_004620	CJI97_004832
B9J08_002894	CJI97_002950
B9J08_002652	CJI97_002705
B9J08_005244	CJI97_005326
B9J08_005049	CJI97_005133
B9J08_005235	CJI97_005317
B9J08_004271	CJI97_004334
B9J08_004300	CJI97_004362
B9J08_003738	CJI97_003812
B9J08_002969	CJI97_003040
B9J08_000889	CJI97_000907
B9J08_003304	CJI97_003379
B9J08_002936	CJI97_003009
B9J08_000418	CJI97_000418
B9J08_000765	CJI97_000766
B9J08_003799	CJI97_003871
B9J08_002525	CJI97_002070
B9J08_003461	CJI97_003535
B9J08_003127	CJI97_003199
B9J08_000366	CJI97_000366
B9J08_000504	CJI97_000505
B9J08_004139	CJI97_004202
B9J08_000883	CJI97_000901
B9J08_003852	CJI97_003925
B9J08_005260	CJI97_005343
B9J08_003933	CJI97_004089
B9J08_002367	CJI97_001912
B9J08_001158	CJI97_001448
B9J08_001307	CJI97_001297
B9J08_003008	CJI97_003079
B9J08_001697	CJI97_002359
B9J08_002421	CJI97_001965
B9J08_005435	CJI97_005518
B9J08_000529	CJI97_000531
B9J08_001792	CJI97_002453
B9J08_003021	CJI97_003092
B9J08_004806	CJI97_004646
B9J08_002316	CJI97_001859
B9J08_002391	CJI97_001935
B9J08_000849	CJI97_000867
B9J08_005218	CJI97_005300
B9J08_002800	CJI97_002855
B9J08_004968	CJI97_005051
B9J08_001250	CJI97_001356
B9J08_004973	CJI97_005056
B9J08_005153	CJI97_005237
B9J08_001378	CJI97_001226
B9J08_004225	CJI97_004290
B9J08_002102	CJI97_002293
B9J08_004147	CJI97_004210
B9J08_002737	CJI97_002791
B9J08_004930	CJI97_005014
B9J08_004567	CJI97_004885
B9J08_001969	CJI97_002154
B9J08_004701	CJI97_004750
B9J08_000083	CJI97_000088
B9J08_002856	CJI97_002912
B9J08_004815	CJI97_004637
B9J08_001647	CJI97_001663
B9J08_001630	CJI97_001680
B9J08_005272	CJI97_005356
B9J08_001288	CJI97_001318
B9J08_000708	CJI97_000709
B9J08_001471	CJI97_001133
B9J08_004587	CJI97_004865
B9J08_000608	CJI97_000610
B9J08_000510	CJI97_000511
B9J08_000152	CJI97_000157
B9J08_001092	CJI97_001514
B9J08_004679	CJI97_004773
B9J08_000701	CJI97_000702
B9J08_001796	CJI97_002457
B9J08_003168	CJI97_003240
B9J08_002453	CJI97_001997
B9J08_005401	CJI97_005484
B9J08_001723	CJI97_002384
B9J08_000836	CJI97_000854
B9J08_000700	CJI97_000701
B9J08_003543	CJI97_003616
B9J08_002784	CJI97_002839
B9J08_001956	CJI97_002141
B9J08_003607	CJI97_003680
B9J08_000968	CJI97_000987
B9J08_004465	CJI97_004529
B9J08_001200	CJI97_001406
B9J08_003057	CJI97_003129
B9J08_001861	CJI97_002522
B9J08_000565	CJI97_000568
B9J08_004062	CJI97_004130
B9J08_003479	CJI97_003553
B9J08_004797	CJI97_004655
B9J08_001259	CJI97_001347
B9J08_000553	CJI97_000555
B9J08_001080	CJI97_001526
B9J08_002011	CJI97_002202
B9J08_004459	CJI97_004523
B9J08_004634	CJI97_004818
B9J08_003036	CJI97_003108
B9J08_003402	CJI97_003477
B9J08_001135	CJI97_001471
B9J08_001142	CJI97_001464
B9J08_000721	CJI97_000722
B9J08_004053	CJI97_003971
B9J08_004672	CJI97_000606
B9J08_000604	CJI97_000606
B9J08_000400	CJI97_000400
B9J08_003341	CJI97_003416
B9J08_003990	CJI97_004033
B9J08_005149	CJI97_005233
B9J08_003112	CJI97_003184
B9J08_002251	CJI97_001794
B9J08_000986	CJI97_001005
B9J08_000932	CJI97_000950
B9J08_005061	CJI97_005145
B9J08_002551	CJI97_002096
B9J08_000757	CJI97_000758
B9J08_003162	CJI97_003234
B9J08_003597	CJI97_003670
B9J08_000349	CJI97_000349
B9J08_000133	CJI97_000138
B9J08_003617	CJI97_003690
B9J08_004002	CJI97_004021
B9J08_002945	CJI97_003018
B9J08_001247	CJI97_001359
B9J08_005055	CJI97_005139
B9J08_004339	CJI97_004402
B9J08_002980	CJI97_003051
B9J08_003819	CJI97_003892
B9J08_002796	CJI97_002851
B9J08_004761	CJI97_004691
B9J08_004319	CJI97_004381
B9J08_001942	CJI97_002603
B9J08_003016	CJI97_003087
B9J08_005326	CJI97_005409
B9J08_003868	CJI97_003940
B9J08_005434	CJI97_005517
B9J08_000146	CJI97_000151
B9J08_002426	CJI97_001970
B9J08_001495	CJI97_001109
B9J08_002578	CJI97_002122
B9J08_000140	CJI97_000145
B9J08_004856	CJI97_004596
B9J08_003685	CJI97_003760
B9J08_002236	CJI97_001547
B9J08_004769	CJI97_004683
B9J08_000880	CJI97_000898
B9J08_002926	CJI97_002999
B9J08_003079	CJI97_003151
B9J08_002366	CJI97_001911
B9J08_001570	CJI97_001740
B9J08_005257	CJI97_005339
B9J08_003581	CJI97_003654
B9J08_000102	CJI97_000107
B9J08_001107	CJI97_001499
B9J08_005190	CJI97_005274
B9J08_005574	CJI97_005624
B9J08_005426	CJI97_005509
B9J08_002242	CJI97_001785
B9J08_003146	CJI97_003218
B9J08_003911	CJI97_004110
B9J08_000149	CJI97_000154
B9J08_004536	CJI97_004916
B9J08_005307	CJI97_005391
B9J08_001493	CJI97_001111
B9J08_004153	CJI97_004216
B9J08_003109	CJI97_003182
B9J08_001681	CJI97_002343
B9J08_002258	CJI97_001801
B9J08_002137	CJI97_001644
B9J08_004165	CJI97_004229
B9J08_000053	CJI97_000059
B9J08_005280	CJI97_005364
B9J08_005481	CJI97_005564
B9J08_002133	CJI97_002324
B9J08_000087	CJI97_000092
B9J08_001836	CJI97_002497
B9J08_005233	CJI97_005315
B9J08_000804	CJI97_000805
B9J08_003349	CJI97_003424
B9J08_000710	CJI97_000711
B9J08_000240	CJI97_000241
B9J08_002214	CJI97_001568
B9J08_001884	CJI97_002545
B9J08_002836	CJI97_002891
B9J08_004222	CJI97_004287
B9J08_001577	CJI97_001733
B9J08_004200	CJI97_004264
B9J08_001673	CJI97_002335
B9J08_005437	CJI97_005520
B9J08_001114	CJI97_001492
B9J08_003430	CJI97_003505
B9J08_004532	CJI97_004920
B9J08_002389	CJI97_001933
B9J08_001743	CJI97_002404
B9J08_002031	CJI97_002222
B9J08_004762	CJI97_004690
B9J08_002596	CJI97_002650
B9J08_000109	CJI97_000114
B9J08_004385	CJI97_004448
B9J08_003379	CJI97_003454
B9J08_004705	CJI97_004746
B9J08_001254	CJI97_001352
B9J08_002487	CJI97_002030
B9J08_001036	CJI97_001056
B9J08_002809	CJI97_002864
B9J08_005175	CJI97_005259
B9J08_005357	CJI97_005440
B9J08_003478	CJI97_003552
B9J08_000132	CJI97_000137
B9J08_000420	CJI97_000420
B9J08_002092	CJI97_002283
B9J08_003505	CJI97_003579
B9J08_004034	CJI97_003990
B9J08_004233	CJI97_004298
B9J08_005247	CJI97_005329
B9J08_000687	CJI97_000688
B9J08_003500	CJI97_003574
B9J08_003721	CJI97_003795
B9J08_004498	CJI97_004954
B9J08_000854	CJI97_000872
B9J08_003605	CJI97_003678
B9J08_001791	CJI97_002452
B9J08_004759	CJI97_004693
B9J08_002568	CJI97_002112
B9J08_000333	CJI97_000333
B9J08_004722	CJI97_004729
B9J08_000730	CJI97_000731
B9J08_000329	CJI97_000329
B9J08_004772	CJI97_004680
B9J08_000953	CJI97_000972
B9J08_000688	CJI97_000689
B9J08_002982	CJI97_003053
B9J08_003283	CJI97_003358
B9J08_000249	CJI97_000250
B9J08_004430	CJI97_004494
B9J08_001377	CJI97_001227
B9J08_001864	CJI97_002525
B9J08_002570	CJI97_002114
B9J08_001704	CJI97_002366
B9J08_002390	CJI97_001934
B9J08_002371	CJI97_001916
B9J08_005188	CJI97_005272
B9J08_001279	CJI97_001327
B9J08_001925	CJI97_002586
B9J08_002339	CJI97_001882
B9J08_001268	CJI97_001338
B9J08_001306	CJI97_001299
B9J08_004446	CJI97_004510
B9J08_005502	CJI97_005584
B9J08_002225	CJI97_001558
B9J08_002589	CJI97_002643
B9J08_000796	CJI97_000797
B9J08_004104	CJI97_004168
B9J08_005113	CJI97_005197
B9J08_001231	CJI97_001375
B9J08_005116	CJI97_005200
B9J08_002871	CJI97_002928
B9J08_000188	CJI97_000190
B9J08_005551	CJI97_004542
B9J08_002862	CJI97_002918
B9J08_003999	CJI97_004024
B9J08_005464	CJI97_005547
B9J08_000301	CJI97_000301
B9J08_000319	CJI97_000319
B9J08_004990	CJI97_005073
B9J08_004551	CJI97_004901
B9J08_004298	CJI97_004360
B9J08_001651	CJI97_001659
B9J08_001459	CJI97_001145
B9J08_002428	CJI97_001972
B9J08_004834	CJI97_004618
B9J08_001675	CJI97_002337
B9J08_005501	CJI97_005583
B9J08_000314	CJI97_000314
B9J08_000598	CJI97_000600
B9J08_000436	CJI97_000436
B9J08_003876	CJI97_003948
B9J08_001373	CJI97_001231
B9J08_001387	CJI97_001217
B9J08_001514	CJI97_001090
B9J08_004422	CJI97_004485
B9J08_005109	CJI97_005193
B9J08_004757	CJI97_004695
B9J08_005051	CJI97_005135
B9J08_001376	CJI97_001228
B9J08_003287	CJI97_003362
B9J08_002506	CJI97_002051
B9J08_004932	CJI97_005016
B9J08_004230	CJI97_004295
B9J08_002579	CJI97_002123
B9J08_000166	CJI97_000168
B9J08_002606	CJI97_002660
B9J08_004456	CJI97_004520
B9J08_000495	CJI97_000495
B9J08_002734	CJI97_002787
B9J08_004872	CJI97_004580
B9J08_002973	CJI97_003044
B9J08_000175	CJI97_000177
B9J08_002162	CJI97_001619
B9J08_002393	CJI97_001937
B9J08_004625	CJI97_004827
B9J08_001302	CJI97_005712
B9J08_002653	CJI97_002706
B9J08_000131	CJI97_000136
B9J08_004534	CJI97_004918
B9J08_003997	CJI97_004026
B9J08_002313	CJI97_001856
B9J08_004036	CJI97_003988
B9J08_004502	CJI97_004950
B9J08_000683	CJI97_000684
B9J08_002298	CJI97_001841
B9J08_003004	CJI97_003075
B9J08_000370	CJI97_000370
B9J08_004518	CJI97_004934
B9J08_002318	CJI97_001861
B9J08_005053	CJI97_005137
B9J08_004504	CJI97_004948
B9J08_004718	CJI97_004733
B9J08_005154	CJI97_005238
B9J08_000016	CJI97_000023
B9J08_000679	CJI97_000680
B9J08_002071	CJI97_002262
B9J08_001278	CJI97_001328
B9J08_000545	CJI97_000547
B9J08_005468	CJI97_005551
B9J08_000292	CJI97_000293
B9J08_005343	CJI97_005426
B9J08_002758	CJI97_002812
B9J08_002914	CJI97_002988
B9J08_000870	CJI97_000888
B9J08_002423	CJI97_001967
B9J08_001321	CJI97_001283
B9J08_001691	CJI97_002353
B9J08_002197	CJI97_001585
B9J08_002227	CJI97_001556
B9J08_001363	CJI97_001241
B9J08_001634	CJI97_001676
B9J08_002047	CJI97_002238
B9J08_004680	CJI97_004772
B9J08_000592	CJI97_000594
B9J08_000005	CJI97_000012
B9J08_001555	CJI97_001755
B9J08_001034	CJI97_001054
B9J08_001419	CJI97_001185
B9J08_003218	CJI97_003293
B9J08_004961	CJI97_005045
B9J08_003459	CJI97_003533
B9J08_005414	CJI97_005497
B9J08_000055	CJI97_000061
B9J08_002996	CJI97_003067
B9J08_002566	CJI97_002111
B9J08_002603	CJI97_002657
B9J08_004635	CJI97_004817
B9J08_000041	CJI97_000047
B9J08_005489	CJI97_005572
B9J08_004832	CJI97_004620
B9J08_001383	CJI97_001221
B9J08_005026	CJI97_005110
B9J08_005477	CJI97_005560
B9J08_004972	CJI97_005055
B9J08_002779	CJI97_002834
B9J08_003204	CJI97_003279
B9J08_001544	CJI97_001765
B9J08_002511	CJI97_002056
B9J08_001329	CJI97_001275
B9J08_003598	CJI97_003671
B9J08_004544	CJI97_004908
B9J08_003069	CJI97_003141
B9J08_004323	CJI97_004386
B9J08_000350	CJI97_000350
B9J08_004777	CJI97_004675
B9J08_003885	CJI97_003957
B9J08_000070	CJI97_000076
B9J08_003412	CJI97_003487
B9J08_004523	CJI97_004929
B9J08_002669	CJI97_002722
B9J08_001423	CJI97_001181
B9J08_001602	CJI97_001708
B9J08_003728	CJI97_003802
B9J08_005230	CJI97_005312
B9J08_003744	CJI97_003818
B9J08_005040	CJI97_005124
B9J08_005223	CJI97_005305
B9J08_001707	CJI97_002369
B9J08_003467	CJI97_003541
B9J08_001832	CJI97_002493
B9J08_001891	CJI97_002552
B9J08_000961	CJI97_000980
B9J08_002631	CJI97_002684
B9J08_002433	CJI97_001977
B9J08_005376	CJI97_005459
B9J08_004636	CJI97_004816
B9J08_002375	CJI97_001920
B9J08_003354	CJI97_003429
B9J08_003073	CJI97_003145
B9J08_005135	CJI97_005219
B9J08_000161	CJI97_000164
B9J08_003436	CJI97_003510
B9J08_002869	CJI97_002926
B9J08_003790	CJI97_003862
B9J08_003927	CJI97_004096
B9J08_002168	CJI97_001613
B9J08_003351	CJI97_003426
B9J08_001263	CJI97_001343
B9J08_000035	CJI97_000042
B9J08_000180	CJI97_000182
B9J08_000136	CJI97_000141
B9J08_002248	CJI97_001791
B9J08_005530	CJI97_005611
B9J08_000534	CJI97_000536
B9J08_001323	CJI97_001281
B9J08_001618	CJI97_001692
B9J08_001668	CJI97_002330
B9J08_005517	CJI97_005599
B9J08_005370	CJI97_005453
B9J08_004032	CJI97_003992
B9J08_003455	CJI97_003529
B9J08_004824	CJI97_004628
B9J08_001617	CJI97_001693
B9J08_004434	CJI97_004498
B9J08_002851	CJI97_002907
B9J08_004447	CJI97_004511
B9J08_003494	CJI97_003568
B9J08_000634	CJI97_000636
B9J08_000630	CJI97_000632
B9J08_004788	CJI97_004664
B9J08_002194	CJI97_001588
B9J08_003962	CJI97_004060
B9J08_003669	CJI97_003744
B9J08_001330	CJI97_001274
B9J08_003542	CJI97_003615
B9J08_004900	CJI97_004984
B9J08_004305	CJI97_004367
B9J08_000235	CJI97_000236
B9J08_002920	CJI97_002994
B9J08_005507	CJI97_005589
B9J08_000860	CJI97_000878
B9J08_001368	CJI97_001236
B9J08_003350	CJI97_003425
B9J08_005090	CJI97_005175
B9J08_000423	CJI97_000423
B9J08_005571	CJI97_005621
B9J08_002482	CJI97_002025
B9J08_001296	CJI97_001309
B9J08_004251	CJI97_004314
B9J08_001238	CJI97_001368
B9J08_005355	CJI97_005438
B9J08_002348	CJI97_001892
B9J08_003338	CJI97_003413
B9J08_000397	CJI97_000397
B9J08_003938	CJI97_004084
B9J08_002485	CJI97_002028
B9J08_002437	CJI97_001981
B9J08_005024	CJI97_005107
B9J08_002263	CJI97_001806
B9J08_004640	CJI97_004812
B9J08_005174	CJI97_005258
B9J08_002119	CJI97_002310
B9J08_005396	CJI97_005479
B9J08_000042	CJI97_000048
B9J08_003017	CJI97_003088
B9J08_002402	CJI97_001946
B9J08_002135	CJI97_002326
B9J08_004458	CJI97_004522
B9J08_000374	CJI97_000374
B9J08_002229	CJI97_001554
B9J08_003259	CJI97_003334
B9J08_003321	CJI97_003396
B9J08_001192	CJI97_001414
B9J08_005075	CJI97_005160
B9J08_003620	CJI97_003693
B9J08_002215	CJI97_001567
B9J08_000062	CJI97_000068
B9J08_004929	CJI97_005013
B9J08_000733	CJI97_000734
B9J08_005012	CJI97_005095
B9J08_000148	CJI97_000153
B9J08_004554	CJI97_004898
B9J08_000535	CJI97_000537
B9J08_000228	CJI97_000229
B9J08_001991	CJI97_002182
B9J08_002684	CJI97_002736
B9J08_002124	CJI97_002315
B9J08_003361	CJI97_003436
B9J08_000717	CJI97_000718
B9J08_004752	CJI97_004700
B9J08_003560	CJI97_003633
B9J08_003708	CJI97_003782
B9J08_004190	CJI97_004254
B9J08_003784	CJI97_003856
B9J08_004155	CJI97_004219
B9J08_000026	CJI97_000033
B9J08_001182	CJI97_001424
B9J08_003665	CJI97_003740
B9J08_002250	CJI97_001793
B9J08_002504	CJI97_002049
B9J08_000703	CJI97_000704
B9J08_004366	CJI97_004429
B9J08_003603	CJI97_003676
B9J08_003227	CJI97_003302
B9J08_000559	CJI97_000562
B9J08_005413	CJI97_005496
B9J08_003521	CJI97_003594
B9J08_000580	CJI97_000582
B9J08_002720	CJI97_002773
B9J08_000006	CJI97_000013
B9J08_002398	CJI97_001942
B9J08_002662	CJI97_002715
B9J08_001768	CJI97_002429
B9J08_002689	CJI97_002741
B9J08_003998	CJI97_004025
B9J08_003634	CJI97_003708
B9J08_000791	CJI97_000792
B9J08_005234	CJI97_005316
B9J08_000337	CJI97_000337
B9J08_002527	CJI97_002072
B9J08_001211	CJI97_001395
B9J08_004103	CJI97_004167
B9J08_001311	CJI97_001293
B9J08_002431	CJI97_001975
B9J08_003813	CJI97_003885
B9J08_001023	CJI97_001043
B9J08_005008	CJI97_005091
B9J08_003066	CJI97_003138
B9J08_003007	CJI97_003078
B9J08_001993	CJI97_002184
B9J08_002846	CJI97_002902
B9J08_003340	CJI97_003415
B9J08_004306	CJI97_004368
B9J08_002697	CJI97_002749
B9J08_002198	CJI97_001584
B9J08_001580	CJI97_001730
B9J08_001394	CJI97_001210
B9J08_004999	CJI97_005082
B9J08_005293	CJI97_005377
B9J08_003271	CJI97_003346
B9J08_005270	CJI97_005354
B9J08_002764	CJI97_002819
B9J08_000106	CJI97_000111
B9J08_000525	CJI97_000527
B9J08_005491	CJI97_005574
B9J08_005057	CJI97_005141
B9J08_003471	CJI97_003545
B9J08_001818	CJI97_002479
B9J08_003940	CJI97_004082
B9J08_002326	CJI97_001869
B9J08_000401	CJI97_000401
B9J08_004334	CJI97_004397
B9J08_000163	CJI97_000166
B9J08_000622	CJI97_000624
B9J08_004942	CJI97_005026
B9J08_002523	CJI97_002068
B9J08_000290	CJI97_000291
B9J08_002266	CJI97_001809
B9J08_004613	CJI97_004839
B9J08_000415	CJI97_000415
B9J08_004728	CJI97_004723
B9J08_001825	CJI97_002486
B9J08_000322	CJI97_000322
B9J08_005334	CJI97_005417
B9J08_000694	CJI97_000695
B9J08_003557	CJI97_003630
B9J08_003207	CJI97_003282
B9J08_005241	CJI97_005323
B9J08_000632	CJI97_000634
B9J08_003299	CJI97_003374
B9J08_003633	CJI97_003707
B9J08_003167	CJI97_003239
B9J08_002859	CJI97_002915
B9J08_002733	CJI97_002786
B9J08_001510	CJI97_001094
B9J08_003331	CJI97_003406
B9J08_002875	CJI97_002932
B9J08_004333	CJI97_004396
B9J08_001678	CJI97_002340
B9J08_004392	CJI97_004455
B9J08_000252	CJI97_000253
B9J08_002814	CJI97_002870
B9J08_000627	CJI97_000629
B9J08_002373	CJI97_001918
B9J08_004955	CJI97_005039
B9J08_001021	CJI97_001041
B9J08_003619	CJI97_003692
B9J08_002370	CJI97_001915
B9J08_003140	CJI97_003212
B9J08_005514	CJI97_005596
B9J08_004779	CJI97_004673
B9J08_000799	CJI97_000800
B9J08_003909	CJI97_004112
B9J08_003289	CJI97_003364
B9J08_002761	CJI97_002816
B9J08_004519	CJI97_004933
B9J08_000060	CJI97_000066
B9J08_003714	CJI97_003788
B9J08_000847	CJI97_000865
B9J08_000243	CJI97_000244
B9J08_003366	CJI97_003441
B9J08_004850	CJI97_004602
B9J08_003198	CJI97_003269
B9J08_003202	CJI97_003273
B9J08_001961	CJI97_002146
B9J08_001249	CJI97_001357
B9J08_002489	CJI97_002033
B9J08_005035	CJI97_005119
B9J08_001039	CJI97_001059
B9J08_001644	CJI97_001666
B9J08_003855	CJI97_003928
B9J08_002803	CJI97_002858
B9J08_004573	CJI97_004879
B9J08_003957	CJI97_004065
B9J08_001400	CJI97_001204
B9J08_003155	CJI97_003227
B9J08_002399	CJI97_001943
B9J08_000625	CJI97_000627
B9J08_001790	CJI97_002451
B9J08_000999	CJI97_001019
B9J08_001672	CJI97_002334
B9J08_003942	CJI97_004080
B9J08_005038	CJI97_005122
B9J08_001855	CJI97_002516
B9J08_003011	CJI97_003082
B9J08_004335	CJI97_004398
B9J08_002743	CJI97_002797
B9J08_002234	CJI97_001549
B9J08_004661	CJI97_004791
B9J08_003705	CJI97_003780
B9J08_003958	CJI97_004064
B9J08_000659	CJI97_000661
B9J08_002302	CJI97_001845
B9J08_002481	CJI97_002024
B9J08_004571	CJI97_004881
B9J08_002622	CJI97_002676
B9J08_002477	CJI97_002020
B9J08_003645	CJI97_003720
B9J08_003174	CJI97_003246
B9J08_001860	CJI97_002521
B9J08_002983	CJI97_003054
B9J08_000731	CJI97_000732
B9J08_005361	CJI97_005444
B9J08_001252	CJI97_001354
B9J08_001527	CJI97_001077
B9J08_004399	CJI97_004462
B9J08_002108	CJI97_002299
B9J08_000923	CJI97_000941
B9J08_004266	CJI97_004329
B9J08_001406	CJI97_001198
B9J08_004814	CJI97_004638
B9J08_004162	CJI97_004226
B9J08_003944	CJI97_004078
B9J08_003578	CJI97_003651
B9J08_003101	CJI97_003174
B9J08_003675	CJI97_003750
B9J08_004327	CJI97_004390
B9J08_003596	CJI97_003669
B9J08_005121	CJI97_005205
B9J08_001446	CJI97_001158
B9J08_000702	CJI97_000703
B9J08_002718	CJI97_002771
B9J08_001892	CJI97_002553
B9J08_003495	CJI97_003569
B9J08_003832	CJI97_003905
B9J08_005352	CJI97_005435
B9J08_004480	CJI97_004971
B9J08_004444	CJI97_004508
B9J08_002986	CJI97_003057
B9J08_000429	CJI97_000429
B9J08_005063	CJI97_005147
B9J08_002962	CJI97_003033
B9J08_001404	CJI97_001200
B9J08_002272	CJI97_001815
B9J08_005496	CJI97_005578
B9J08_001016	CJI97_001036
B9J08_003501	CJI97_003575
B9J08_005356	CJI97_005439
B9J08_000623	CJI97_000625
B9J08_003298	CJI97_003373
B9J08_002968	CJI97_003039
B9J08_002839	CJI97_002895
B9J08_001653	CJI97_001657
B9J08_002429	CJI97_001973
B9J08_003628	CJI97_003701
B9J08_004184	CJI97_004248
B9J08_003395	CJI97_003470
B9J08_003480	CJI97_003554
B9J08_004918	CJI97_005002
B9J08_000982	CJI97_001001
B9J08_002823	CJI97_002879
B9J08_002569	CJI97_002113
B9J08_004286	CJI97_004348
B9J08_003553	CJI97_003626
B9J08_001193	CJI97_001413
B9J08_000417	CJI97_000417
B9J08_001802	CJI97_002463
B9J08_000514	CJI97_000516
B9J08_000263	CJI97_000264
B9J08_000492	CJI97_000492
B9J08_002005	CJI97_002196
B9J08_002445	CJI97_001989
B9J08_003630	CJI97_003703
B9J08_000050	CJI97_000056
B9J08_004698	CJI97_004753
B9J08_003894	CJI97_004127
B9J08_004417	CJI97_004480
B9J08_003055	CJI97_003127
B9J08_003881	CJI97_003953
B9J08_001270	CJI97_001336
B9J08_004145	CJI97_004208
B9J08_000557	CJI97_000559
B9J08_003364	CJI97_003439
B9J08_004289	CJI97_004351
B9J08_004881	CJI97_004571
B9J08_004373	CJI97_004436
B9J08_004603	CJI97_004849
B9J08_003196	CJI97_003267
B9J08_002009	CJI97_002200
B9J08_001685	CJI97_002347
B9J08_003486	CJI97_003560
B9J08_003425	CJI97_003500
B9J08_004903	CJI97_004987
B9J08_001130	CJI97_001476
B9J08_000714	CJI97_000715
B9J08_004969	CJI97_005052
B9J08_004143	CJI97_004206
B9J08_002435	CJI97_001979
B9J08_003389	CJI97_003464
B9J08_004524	CJI97_004928
B9J08_003213	CJI97_003288
B9J08_002293	CJI97_001836
B9J08_003323	CJI97_003398
B9J08_001491	CJI97_001113
B9J08_001607	CJI97_001703
B9J08_004696	CJI97_004755
B9J08_003656	CJI97_003731
B9J08_004113	CJI97_004176
B9J08_003375	CJI97_003450
B9J08_004648	CJI97_004804
B9J08_001426	CJI97_001178
B9J08_002074	CJI97_002265
B9J08_003334	CJI97_003409
B9J08_002930	CJI97_003003
B9J08_002863	CJI97_002919
B9J08_001589	CJI97_001721
B9J08_000783	CJI97_000784
B9J08_004891	CJI97_004561
B9J08_001542	CJI97_001767
B9J08_005086	CJI97_005171
B9J08_002425	CJI97_001969
B9J08_003014	CJI97_003085
B9J08_003319	CJI97_003394
B9J08_004493	CJI97_004959
B9J08_001106	CJI97_001500
B9J08_002028	CJI97_002219
B9J08_005088	CJI97_005173
B9J08_002364	CJI97_001909
B9J08_002101	CJI97_002292
B9J08_004812	CJI97_004640
B9J08_003720	CJI97_003794
B9J08_002828	CJI97_002883
B9J08_005263	CJI97_005346
B9J08_003864	CJI97_003936
B9J08_001928	CJI97_002589
B9J08_000677	CJI97_000678
B9J08_001517	CJI97_001087
B9J08_000926	CJI97_000944
B9J08_002642	CJI97_002695
B9J08_005120	CJI97_005204
B9J08_000992	CJI97_001011
B9J08_003649	CJI97_003724
B9J08_000413	CJI97_000413
B9J08_003939	CJI97_004083
B9J08_004380	CJI97_004443
B9J08_002079	CJI97_002270
B9J08_005335	CJI97_005418
B9J08_002413	CJI97_001957
B9J08_002450	CJI97_001994
B9J08_001478	CJI97_001126
B9J08_004906	CJI97_004990
B9J08_000578	CJI97_000580
B9J08_005483	CJI97_005566
B9J08_002538	CJI97_002083
B9J08_003030	CJI97_003101
B9J08_004388	CJI97_004451
B9J08_002591	CJI97_002645
B9J08_004073	CJI97_004141
B9J08_001763	CJI97_002424
B9J08_003212	CJI97_003287
B9J08_003181	CJI97_003253
B9J08_001294	CJI97_001311
B9J08_003730	CJI97_003804
B9J08_003449	CJI97_003523
B9J08_005291	CJI97_005375
B9J08_001213	CJI97_001393
B9J08_002860	CJI97_002916
B9J08_004870	CJI97_004582
B9J08_003877	CJI97_003949
B9J08_001094	CJI97_001512
B9J08_001160	CJI97_001446
B9J08_002478	CJI97_002021
B9J08_004247	CJI97_004312
B9J08_002676	CJI97_002729
B9J08_000595	CJI97_000597
B9J08_000114	CJI97_000119
B9J08_000298	CJI97_000299
B9J08_002917	CJI97_002991
B9J08_001664	CJI97_001646
B9J08_000237	CJI97_000238
B9J08_001343	CJI97_001261
B9J08_004101	CJI97_005650
B9J08_003508	CJI97_003582
B9J08_004078	CJI97_004146
B9J08_002032	CJI97_002223
B9J08_000236	CJI97_000237
B9J08_000602	CJI97_000604
B9J08_004735	CJI97_004717
B9J08_003446	CJI97_003520
B9J08_003409	CJI97_003484
B9J08_004080	CJI97_004148
B9J08_001049	CJI97_001069
B9J08_004270	CJI97_004333
B9J08_004593	CJI97_004859
B9J08_004789	CJI97_004663
