1 2 A0C1 A0C1reseq A0C2 A0C2reseq e4 e5 e6 3 3reseq 4 5a 6 7 8 9 10 11 12 13 14 15 16 59 e7 e8 e9 17 18 A24C1 A24C1reseq A24C2 A24C2reseq e1 e2 e3
C1_00670C_A|1752 34 162 768 2577 876 2013 2395 481 497 1230 1620 1178 614 1095 910 1025 2400 1875 629 1212 1142 897 330 529 1591 260 233 187 486 240 818 855 1182 595 643 3055 3395
MSTRG.132.1|293|x|C1_00670C_A-T|Ca22chr1A_C_albicans_SC5314|calb 0 0 2 5 2 1 0 3 1 2 6 2 0 0 1 7 1 3 0 1 5 6 0 1 2 0 0 0 0 0 3 3 0 0 0 2 7
MSTRG.133.1|383|u|NA|Ca22chr1A_C_albicans_SC5314|calb 0 0 3 5 3 4 10 4 1 5 3 5 2 1 0 1 0 2 1 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0
MSTRG.134.1|258|u|NA|Ca22chr1A_C_albicans_SC5314|calb 0 0 3 20 3 14 3 2 3 1 3 1 2 0 1 0 0 2 0 2 0 0 0 0 0 0 1 0 2 0 0 0 0 0 0 0 0
MSTRG.135.1|426|u|NA|Ca22chr1A_C_albicans_SC5314|calb 1 3 13 25 6 15 86 7 14 28 49 25 7 13 9 17 40 25 0 8 14 8 1 6 12 2 5 6 6 1 6 6 6 2 6 40 23
MSTRG.136.1|430|x|C1_00680W_A-T|Ca22chr1A_C_albicans_SC5314|calb 0 0 0 1 1 3 0 3 0 1 7 0 1 2 0 0 0 4 0 0 5 0 0 0 13 0 0 0 0 0 2 1 0 0 0 0 17
C1_00680W_A|2124 101 680 2895 9749 2896 6785 2639 586 561 1861 2545 2449 1978 9776 4430 5533 12626 9215 1157 8236 6427 920 384 735 1186 133 94 94 164 106 356 360 436 226 366 2146 1609
MSTRG.138.1|436|x|C1_00690W_A-T|Ca22chr1A_C_albicans_SC5314|calb 0 0 0 1 0 0 3 0 0 0 0 0 0 1 1 0 0 1 1 1 3 6 3 3 0 1 0 0 1 1 6 9 7 3 1 12 0
C1_00690W_A|3042 26 135 625 2019 565 1251 1450 273 237 1148 1552 810 412 446 556 572 1060 785 175 322 270 323 140 124 557 59 91 41 183 88 456 524 512 273 68 488 676
MSTRG.140.1|475|x|C1_00690W_A-T|Ca22chr1A_C_albicans_SC5314|calb 0 1 0 0 2 6 6 0 0 4 3 5 5 5 0 1 2 1 0 2 0 1 0 0 15 1 0 0 2 0 0 0 3 4 1 4 0
C1_00700W_A|366 14 121 617 2067 733 1547 2234 453 398 2027 2946 2151 1560 763 558 482 2046 2226 482 320 549 1930 811 604 4690 192 219 62 780 346 2618 2879 1987 988 320 1224 2690
MSTRG.143.1|373|x|C1_00710C_A-T|Ca22chr1A_C_albicans_SC5314|calb 0 0 4 2 6 24 10 2 2 4 2 1 1 1 1 2 0 2 2 3 2 0 2 0 1 0 0 1 1 0 20 11 15 7 17 49 200
C1_00710C_A|1729 192 1099 4878 16171 4733 10071 31599 5868 4530 26274 37053 16370 6479 13285 7074 8003 21569 25307 21753 39035 31827 23171 7974 11122 33263 5918 5663 4723 7325 4012 11396 12061 15230 7147 15606 60425 53309
MSTRG.144.1|333|x|C1_00710C_A-T|Ca22chr1A_C_albicans_SC5314|calb 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 1 0 2 2 1 0 0 1
C1_00720W_A|92 0 0 5 22 4 10 11 0 2 4 6 6 4 4 6 2 8 21 30 15 22 38 12 20 126 1 5 9 14 11 47 51 73 30 17 81 57
C1_00730C_A|1830 108 689 2805 9532 3328 7346 6806 1396 1254 5645 7858 4914 2123 2410 2613 2861 5798 5699 1321 3216 2353 2048 1053 1431 3743 400 322 319 1031 574 2160 2321 3156 1518 861 5027 5054
MSTRG.147.1|887|x|C1_00730C_A-T|Ca22chr1A_C_albicans_SC5314|calb 0 0 0 3 3 6 3 1 1 0 5 2 0 1 1 2 2 1 2 0 1 6 0 5 0 0 0 0 4 0 6 3 2 1 0 0 30
C1_00740C_A|1422 130 792 3289 11105 3422 7794 11488 2041 1492 12781 17951 9407 4210 3620 3243 3422 8566 8516 1551 2241 2340 4534 1726 2304 8704 686 717 479 1634 934 3579 3704 4739 2222 1171 6142 7864
MSTRG.150.1|876|x|C1_00750C_A-T|Ca22chr1A_C_albicans_SC5314|calb 1 0 0 9 2 9 13 0 0 1 3 2 0 1 1 1 1 4 0 1 0 0 0 1 0 0 1 0 1 0 5 9 5 6 1 1 61
C1_00750C_A|2526 16 146 751 2367 1071 2447 3708 835 859 1388 1855 1224 544 972 1349 1496 2038 2069 735 1307 1007 2728 1392 1824 5917 236 209 206 896 476 2593 2714 3261 1542 501 3909 3995
MSTRG.152.1|209|x|C1_00750C_A-T|Ca22chr1A_C_albicans_SC5314|calb 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
C1_00760W_A|660 18 139 844 2758 864 2192 4871 964 1113 1412 1962 1446 639 840 840 865 2339 2265 929 1168 1057 3022 1222 1584 6612 340 254 346 841 422 2192 2324 3048 1461 1029 6280 6424
MSTRG.154.1|823|x|C1_00760W_A-T|Ca22chr1A_C_albicans_SC5314|calb 0 3 10 31 12 21 11 2 1 4 7 0 1 2 0 0 2 5 1 1 1 10 1 3 9 0 1 1 1 0 20 12 16 6 1 2 26
MSTRG.155.1|790|x|C1_00770C_A-T|Ca22chr1A_C_albicans_SC5314|calb 0 0 5 17 6 10 21 1 2 9 13 6 3 2 5 0 4 2 5 2 2 21 2 12 34 0 3 0 6 1 24 13 24 10 7 21 24
C1_00770C_A|783 19 87 290 1069 250 607 1007 173 128 888 1242 729 400 414 241 242 648 685 119 235 273 501 275 296 892 150 109 45 254 102 367 379 311 163 154 648 684
MSTRG.157.1|462|x|C1_00770C_A-T|Ca22chr1A_C_albicans_SC5314|calb 1 0 0 1 0 0 6 1 0 0 1 0 0 0 0 0 0 1 0 0 0 2 0 0 0 1 1 0 1 0 0 0 3 3 1 0 0
MSTRG.159.1|1441|x|C1_00780C_A-T|Ca22chr1A_C_albicans_SC5314|calb 1 6 37 144 46 107 214 47 33 22 36 19 7 5 11 10 18 22 4 7 5 47 15 12 82 8 3 4 10 9 58 57 58 21 10 51 87
C1_00780C_A|2358 51 444 1505 5470 1850 4209 1047 200 96 6447 8724 4452 1437 2143 3197 3263 8298 8749 2096 2921 2668 4738 2390 2456 7742 1162 1137 811 3500 1802 6962 7619 8614 4141 1890 9787 12354
MSTRG.162.1|941|x|C1_00780C_A-T|Ca22chr1A_C_albicans_SC5314|calb 0 0 2 6 1 2 3 0 0 1 1 4 3 3 3 3 1 4 1 2 2 7 0 1 17 0 0 1 2 0 4 8 4 1 1 5 11
MSTRG.163.1|831|u|NA|Ca22chr1A_C_albicans_SC5314|calb 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 2 0 3 0 4 0 0 0 0 2 0 10 14 8 2 1 0 0
MSTRG.164.1|1490|u|NA|Ca22chr1A_C_albicans_SC5314|calb 0 0 5 4 5 8 3 1 2 4 9 1 2 1 0 1 3 5 5 5 4 60 14 13 91 0 0 0 5 1 14 16 27 12 0 4 0
MSTRG.165.1|297|u|NA|Ca22chr1A_C_albicans_SC5314|calb 0 0 0 0 0 0 2 0 0 1 0 0 1 0 0 1 0 0 2 1 1 7 3 3 0 0 0 0 1 0 2 0 20 9 0 3 0
MSTRG.166.1|3892|u|NA|Ca22chr1A_C_albicans_SC5314|calb 3 1 30 106 79 175 96 22 10 54 98 47 33 17 20 33 39 52 56 55 48 161 59 55 435 16 12 11 80 25 266 321 333 176 40 155 335
MSTRG.167.1|531|u|NA|Ca22chr1A_C_albicans_SC5314|calb 0 2 13 44 12 28 1 2 2 13 30 11 5 2 1 0 3 8 1 0 1 18 1 4 13 0 1 0 0 3 15 16 11 9 4 22 79
MSTRG.168.1|407|u|NA|Ca22chr1A_C_albicans_SC5314|calb 0 0 0 0 2 2 0 0 0 1 0 0 1 0 1 0 1 3 1 1 1 2 1 2 7 0 1 1 1 1 10 11 22 4 2 0 0
MSTRG.169.1|401|u|NA|Ca22chr1A_C_albicans_SC5314|calb 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 9 0 0 0 0 1 5 1 2 1 0 0 0
MSTRG.170.1|2091|u|NA|Ca22chr1A_C_albicans_SC5314|calb 0 1 7 28 3 17 13 2 3 12 21 8 6 3 2 3 14 13 7 6 13 7 5 3 37 0 0 0 2 3 30 32 29 7 0 13 69
MSTRG.171.1|330|u|NA|Ca22chr1A_C_albicans_SC5314|calb 0 1 0 0 2 8 8 0 2 3 1 1 0 0 0 0 0 3 0 4 0 4 3 0 16 1 0 0 2 2 13 6 6 4 1 3 7
C1_00790W_A|1101 1 2 61 168 46 122 1084 203 145 192 239 216 97 74 121 105 272 299 229 279 250 1008 340 391 1742 103 128 111 260 110 836 913 1005 498 245 1403 1698
MSTRG.173.1|3062|x|C1_00790W_A-T|Ca22chr1A_C_albicans_SC5314|calb 0 9 76 251 92 154 506 82 58 414 522 381 181 165 73 86 359 446 163 177 198 624 199 245 943 16 15 16 63 39 225 214 230 102 85 252 623
MSTRG.175.1|2069|x|C1_00800C_A-T|Ca22chr1A_C_albicans_SC5314|calb 0 1 6 20 8 24 26 3 8 10 8 7 2 4 3 3 8 6 10 7 9 116 38 46 302 2 1 3 21 10 73 91 95 46 9 21 60
C1_00800C_A|654 23 129 647 2140 621 1396 4719 883 570 4228 6416 3359 1701 1669 891 974 3272 4162 1286 1740 2323 1419 404 584 2660 216 242 196 207 135 472 493 660 271 660 2171 2818
C1_00810W_A|882 2 8 59 251 66 141 917 154 118 681 928 535 316 160 169 174 577 607 258 241 315 375 141 161 935 66 76 52 115 52 389 385 433 222 86 417 790
MSTRG.178.1|504|x|C1_00820W_A-T|Ca22chr1A_C_albicans_SC5314|calb 0 0 3 3 0 1 9 2 2 1 3 2 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 6 31
C1_00820W_A|1047 6 49 172 566 164 469 328 78 92 325 494 221 222 221 262 240 350 262 201 214 215 581 276 236 1264 51 80 26 197 88 757 863 628 334 93 298 646
MSTRG.180.1|1274|x|C1_00830W_A-T|Ca22chr1A_C_albicans_SC5314|calb 0 0 2 10 2 10 66 20 9 20 20 11 6 5 4 7 29 41 24 6 23 89 33 32 211 5 6 7 34 19 76 79 117 65 9 54 83
C1_00830W_A|1800 10 18 91 336 92 222 777 162 168 389 572 325 256 769 535 699 901 744 219 522 378 1001 472 532 1393 93 79 60 434 204 731 803 963 424 198 1698 1369
MSTRG.184.1|452|x|C1_00840C_A-T|Ca22chr1A_C_albicans_SC5314|calb 0 3 5 2 2 4 31 4 4 20 28 11 9 20 19 21 40 19 2 7 9 19 12 25 40 0 1 0 9 12 35 46 29 20 2 11 90
C1_00840C_A|1731 15 138 448 1503 545 1274 3075 540 295 1989 2875 1480 492 550 655 710 1621 2195 578 1120 1029 978 483 538 1806 342 291 234 979 500 1687 1805 2205 1081 549 3609 3031
MSTRG.185.1|679|x|C1_00840C_A-T|Ca22chr1A_C_albicans_SC5314|calb 0 0 0 0 0 0 0 1 2 1 0 0 1 1 0 0 1 0 0 1 1 0 0 0 5 0 0 0 0 0 2 2 1 1 1 0 0
MSTRG.186.1|204|u|NA|Ca22chr1A_C_albicans_SC5314|calb 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 4 1 8 9 0 0 0 1 2 3 2 7 1 0 0 0
MSTRG.187.1|220|u|NA|Ca22chr1A_C_albicans_SC5314|calb 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 2 3 0 0 0 0 0
MSTRG.188.1|282|u|NA|Ca22chr1A_C_albicans_SC5314|calb 0 0 0 0 0 0 0 1 0 0 0 0 0 2 0 1 1 0 0 0 4 10 3 5 9 0 0 0 3 1 1 11 7 4 0 2 5
MSTRG.189.1|982|u|NA|Ca22chr1A_C_albicans_SC5314|calb 1 1 0 6 0 1 40 7 11 10 12 9 8 7 3 4 8 7 11 7 15 17 9 6 69 4 3 0 11 10 39 46 47 21 4 27 49
MSTRG.190.1|671|x|C1_00850W_A-T|Ca22chr1A_C_albicans_SC5314|calb 0 0 0 0 0 3 1 2 1 0 2 1 1 1 2 1 2 0 1 5 6 6 2 4 6 0 0 0 5 0 6 9 0 1 1 6 2
C1_00850W_A|747 4 22 246 789 257 627 3460 670 779 1653 2304 1515 1302 6175 3432 4052 6622 7834 4836 7479 8938 4930 2096 2199 12333 816 716 521 1930 842 5560 5804 6549 3055 4822 13740 23440
MSTRG.192.1|794|x|C1_00860W_A-T|Ca22chr1A_C_albicans_SC5314|calb 0 0 0 0 1 4 12 4 2 6 8 4 3 1 0 0 5 2 0 2 3 7 0 2 4 0 0 0 7 2 25 27 7 2 0 5 13
C1_00860W_A|1002 3 40 178 637 161 395 1130 259 271 356 463 290 262 464 371 377 690 509 243 460 360 1303 597 643 2650 162 140 96 364 172 1158 1282 1267 560 335 1693 3147
MSTRG.194.1|872|x|C1_00870W_A-T|Ca22chr1A_C_albicans_SC5314|calb 0 0 7 7 5 9 25 2 7 26 27 34 25 11 3 3 17 14 14 13 18 3 3 4 5 2 0 0 2 1 13 12 13 5 3 8 4
C1_00870W_A|2097 41 278 1301 4465 1465 3436 8794 1899 1764 2661 3718 2172 792 1442 1421 1558 3526 2956 953 2040 1396 2006 960 1364 3410 600 500 544 982 538 2147 2272 3150 1464 1200 8631 7422
MSTRG.196.1|645|x|C1_00870W_A-T|Ca22chr1A_C_albicans_SC5314|calb 0 0 0 2 4 6 7 5 1 2 4 2 0 1 0 1 1 4 0 0 2 12 4 3 38 1 1 2 6 1 5 4 22 6 5 9 10
MSTRG.198.1|259|u|NA|Ca22chr1A_C_albicans_SC5314|calb 0 0 0 0 1 0 4 1 2 1 0 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 1 0 0 0 0 0 1 0
MSTRG.199.1|349|u|NA|Ca22chr1A_C_albicans_SC5314|calb 0 0 0 0 0 3 8 1 1 0 0 0 0 0 0 0 0 0 0 0 2 1 0 1 9 0 0 0 3 2 1 0 4 0 1 4 0
MSTRG.200.1|521|x|C1_00880W_A-T|Ca22chr1A_C_albicans_SC5314|calb 0 0 0 0 0 0 3 2 0 0 0 0 0 0 0 0 0 0 0 0 5 2 1 1 4 0 0 0 1 3 2 4 13 1 0 3 0
C1_00880W_A|1626 2 14 70 254 103 254 528 127 86 135 208 170 103 114 71 89 103 110 28 98 55 184 55 80 323 21 17 17 54 43 98 138 161 70 45 424 443
MSTRG.202.1|289|x|C1_00890W_A-T|Ca22chr1A_C_albicans_SC5314|calb 0 0 0 0 0 2 1 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 4 0 0 0 1 2 0 0 1 0 0 0 8
C1_00890W_A|2151 15 69 235 720 255 551 2467 565 446 1137 1720 1033 472 536 596 609 1314 1090 263 479 459 841 386 536 1012 134 97 63 407 224 737 772 855 469 194 1372 1460
MSTRG.204.1|333|x|C1_00890W_A-T|Ca22chr1A_C_albicans_SC5314|calb 0 0 0 0 0 0 1 0 0 1 2 0 0 0 1 0 0 2 0 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0
C1_00900W_A|618 13 84 673 2327 575 1329 9166 1539 1385 2860 4059 4113 1883 1847 638 889 2573 3026 541 913 1192 2924 886 1275 6339 644 506 595 435 260 1189 1288 1387 695 1643 8330 7485
MSTRG.206.1|287|x|C1_00900W_A-T|Ca22chr1A_C_albicans_SC5314|calb 0 0 4 12 6 12 37 3 6 6 6 10 4 7 0 2 3 13 3 0 3 2 3 7 29 4 1 0 1 0 10 10 16 3 6 36 99
C1_00910W_A|1007 5 51 253 745 278 605 2648 476 466 568 865 672 398 436 362 374 645 745 218 404 395 812 308 421 1916 182 153 143 238 136 634 680 808 361 403 2279 2389
MSTRG.208.1|261|x|C1_00910W_A-T|Ca22chr1A_C_albicans_SC5314|calb 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 2 3 0 0 1 1 0
MSTRG.209.1|492|x|C1_00910W_A-T|Ca22chr1A_C_albicans_SC5314|calb 0 0 0 0 0 0 3 0 0 2 0 0 0 0 0 0 2 1 0 3 0 2 0 0 2 1 0 0 3 2 24 20 13 5 2 0 23
C1_00920W_A|3837 26 186 832 2809 952 2237 4676 899 768 2290 3109 1874 693 1182 1425 1707 2801 2616 750 1601 1075 1320 754 895 2126 228 163 149 758 366 1565 1573 1754 835 392 2782 2446
MSTRG.211.1|227|x|C1_00930C_A-T|Ca22chr1A_C_albicans_SC5314|calb 0 0 4 4 1 2 6 4 2 2 1 1 0 1 2 1 0 2 0 0 0 0 2 0 0 0 1 1 2 0 0 0 0 0 1 6 2
C1_00930C_A|4639 78 489 2420 8033 3362 7560 12735 2954 2396 8816 12138 6794 2023 2317 3057 3100 6485 6474 1801 3382 2557 5296 2850 3902 11474 914 667 868 2430 1265 6295 6826 9060 4210 2019 15064 14142
MSTRG.213.1|456|x|C1_00930C_A-T|Ca22chr1A_C_albicans_SC5314|calb 0 0 0 0 0 2 0 0 1 0 1 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 2 0 0 4 0
MSTRG.214.1|278|x|C1_00940W_A-T|Ca22chr1A_C_albicans_SC5314|calb 0 0 1 4 0 2 1 0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 6 2 1 3 0
C1_00940W_A|459 27 165 555 1793 461 1024 6827 1172 1120 2946 4317 2951 1717 1220 744 740 2450 3941 935 1031 1499 2747 1093 1006 3491 337 261 199 826 364 1029 1074 866 370 407 1521 1567
C1_00950C_A|1962 54 338 1498 4882 1695 3749 9560 1918 2179 4686 6508 4247 1336 1996 1819 1990 3168 4331 2720 4440 3010 5650 2622 3577 10823 1482 1181 1256 2341 1439 4425 4808 6833 3216 3234 21215 16260
MSTRG.217.1|537|x|C1_00950C_A-T|Ca22chr1A_C_albicans_SC5314|calb 0 0 0 0 1 0 6 0 1 4 7 3 4 0 0 1 1 1 0 0 1 6 1 1 0 0 0 0 0 1 0 0 7 4 0 6 0
MSTRG.219.1|807|x|C1_00960C_A-T|Ca22chr1A_C_albicans_SC5314|calb 0 1 0 0 1 2 5 3 1 3 2 2 1 2 0 2 1 1 1 5 7 8 7 4 9 2 1 2 2 1 6 8 10 7 1 9 17
C1_00960C_A|3123 9 74 416 1337 620 1306 4102 898 775 1360 1920 1263 306 425 748 792 1101 949 394 794 514 1671 804 1097 3632 220 196 232 581 316 1378 1541 1996 985 350 4077 3472
MSTRG.221.1|238|x|C1_00960C_A-T|Ca22chr1A_C_albicans_SC5314|calb 0 0 0 1 0 0 0 0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 1 1 0 1 0
MSTRG.222.1|553|x|C1_00970W_A-T|Ca22chr1A_C_albicans_SC5314|calb 0 0 11 18 6 22 49 5 4 24 46 15 3 6 9 16 13 14 0 6 5 27 10 14 47 7 2 1 13 5 27 21 24 12 0 25 0
C1_00970W_A|526 7 29 147 507 194 448 1265 305 314 296 462 357 164 210 117 154 402 364 129 260 214 559 167 255 1451 116 78 101 105 54 294 318 541 294 340 1574 1797
MSTRG.224.1|631|x|C1_00970W_A-T|Ca22chr1A_C_albicans_SC5314|calb 0 0 2 1 0 0 4 1 1 4 3 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 2 0 0 0
C1_00980W_A|270 27 146 1059 3810 1199 2659 8049 1589 1585 2358 3302 2787 1873 844 477 591 2804 5687 1387 1123 1666 3856 1504 1366 10121 465 309 467 1184 482 3260 3273 4157 1890 1569 6999 7859
C1_00990C_A|2934 33 211 1012 3560 1546 3540 9826 1983 1387 5021 6718 4401 904 1421 1284 1469 4176 3699 882 1743 1166 2431 1246 2055 5122 597 467 660 877 513 1949 2131 3410 1498 1161 9665 8234
MSTRG.227.1|456|x|C1_00990C_A-T|Ca22chr1A_C_albicans_SC5314|calb 0 0 3 6 1 3 5 1 0 0 2 3 1 0 0 0 1 3 0 1 0 3 0 0 0 0 0 0 1 0 1 8 0 0 1 12 72
C1_01000C_A|1092 5 76 394 1319 572 1186 2810 538 446 993 1332 930 325 342 358 384 1053 706 214 406 305 366 211 314 908 158 123 139 165 108 435 507 734 374 391 2242 2581
C1_01010W_A|471 67 334 2110 6829 2405 5255 10283 1978 1955 6155 8777 5689 2950 1648 1331 1359 5795 7501 994 1069 1153 3946 1738 1895 9243 518 347 501 1129 558 2896 3039 4176 1948 1790 9255 11185
MSTRG.230.1|610|x|C1_01010W_A-T|Ca22chr1A_C_albicans_SC5314|calb 0 0 2 20 16 29 31 1 4 6 4 2 3 1 2 2 3 6 0 2 2 1 2 1 0 0 1 1 0 1 10 7 21 8 8 24 53
C1_01020W_A|73 0 0 0 0 0 0 5 0 2 0 0 0 0 0 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 0 0 0 2 1 0 3 21
MSTRG.232.1|278|x|C1_01030W_A-T|Ca22chr1A_C_albicans_SC5314|calb 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
C1_01030W_A|1020 64 367 1827 6302 1872 4347 16548 3028 2653 7305 10051 7598 2969 3148 1218 1501 4430 4563 1049 1928 1902 3007 990 1816 5159 846 631 760 570 303 975 1054 1394 658 2249 11557 8763
MSTRG.234.1|425|x|C1_01030W_A-T|Ca22chr1A_C_albicans_SC5314|calb 0 0 3 3 0 0 43 6 11 2 6 2 1 9 1 2 14 31 3 7 3 5 1 3 0 0 0 1 3 0 4 1 1 0 1 8 39
C1_01040W_A|444 26 160 899 3059 1261 2776 3964 853 1276 1031 1423 990 634 1185 727 841 2080 3037 396 499 550 2361 1034 1093 5780 193 128 221 751 347 1996 2232 2587 1235 756 3522 3961
C1_01050C_A|939 108 490 1778 6099 1704 3929 8340 1654 1650 7075 10116 6271 3403 3738 1937 2090 6903 7268 1682 2677 2871 2255 836 1090 3237 612 544 406 728 380 1144 1282 1326 593 1263 4638 3837
MSTRG.237.1|378|x|C1_01050C_A-T|Ca22chr1A_C_albicans_SC5314|calb 0 0 1 0 5 4 8 0 2 1 5 2 1 5 1 0 3 1 1 1 1 10 0 0 2 1 1 1 0 0 0 0 2 1 0 16 14
MSTRG.238.1|323|x|C1_01060W_A-T|Ca22chr1A_C_albicans_SC5314|calb 0 0 4 17 3 5 17 1 2 5 1 4 4 6 0 5 7 1 0 1 8 2 0 1 1 1 1 0 0 0 7 6 5 4 2 5 15
C1_01060W_A|456 333 1905 14827 50435 17436 39700 46101 9275 10695 20160 28779 18040 9163 10322 5826 6598 21472 22834 5401 7329 8568 23449 7652 11038 58934 2540 1751 2734 3576 1643 11102 12116 15167 7294 8042 36552 44841
C1_01070C_A|1425 2 46 267 881 278 633 2135 384 391 559 733 479 200 216 246 264 432 434 214 470 356 647 248 357 1264 269 188 218 193 110 627 587 874 386 421 3255 3450
C1_01080W_A|1506 3 33 119 399 191 428 1725 349 249 437 591 355 128 220 154 197 435 360 309 487 389 737 241 338 1339 197 125 201 274 122 510 563 790 321 384 2336 1927
C1_01090C_A|309 25 140 706 2376 811 1910 6962 1406 1570 1761 2415 2007 1447 944 506 556 2491 5598 1162 1020 1324 3386 1310 1305 7088 339 260 322 959 437 2337 2545 2427 1105 1050 5060 6680
MSTRG.243.1|504|x|C1_01090C_A-T|Ca22chr1A_C_albicans_SC5314|calb 0 0 6 10 6 5 31 5 12 2 3 1 2 0 1 1 5 7 2 1 2 12 6 3 0 3 5 1 2 1 12 13 25 21 6 49 93
MSTRG.244.1|226|u|NA|Ca22chr1A_C_albicans_SC5314|calb 0 0 2 18 10 20 81 12 18 17 34 31 26 31 31 19 27 41 25 62 82 118 63 68 210 14 7 3 65 21 83 103 72 24 25 94 140
MSTRG.246.1|434|x|C1_01100W_A-T|Ca22chr1A_C_albicans_SC5314|calb 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 2 0 1 1 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0
C1_01100W_A|6765 22 176 652 2404 824 1959 3313 775 582 3128 4321 2239 650 1146 1583 1664 2720 2601 549 1299 897 1642 893 1117 2670 167 144 155 609 295 1251 1292 1456 705 414 2371 2059
MSTRG.248.1|214|x|C1_01100W_A-T|Ca22chr1A_C_albicans_SC5314|calb 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
MSTRG.249.1|243|x|C1_01110C_A-T|Ca22chr1A_C_albicans_SC5314|calb 0 0 0 3 0 0 0 0 1 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0
C1_01110C_A|1530 65 346 1826 6252 2055 4780 12332 2465 2403 6253 8658 6944 2324 1952 1257 1576 3956 3562 365 947 801 1053 491 878 2068 586 444 462 342 221 865 881 1371 633 958 6829 6695
MSTRG.251.1|1600|x|C1_01110C_A-T|Ca22chr1A_C_albicans_SC5314|calb 0 0 0 0 0 0 1 0 0 0 1 1 0 0 0 0 1 0 0 0 0 0 0 0 2 0 0 0 0 0 5 0 0 1 0 4 0
MSTRG.252.1|2003|u|NA|Ca22chr1A_C_albicans_SC5314|calb 0 1 6 15 11 27 47 5 5 32 49 35 15 6 6 8 43 28 8 7 10 23 6 5 42 3 1 0 7 1 36 39 36 25 2 37 26
MSTRG.253.1|205|u|NA|Ca22chr1A_C_albicans_SC5314|calb 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0
MSTRG.254.1|361|x|C1_01130W_A-T|Ca22chr1A_C_albicans_SC5314|calb 0 0 0 0 0 0 0 0 0 0 1 1 0 0 1 1 0 0 0 0 0 5 0 0 0 0 0 0 1 0 2 0 5 3 0 8 0
C1_01130W_A|2208 18 111 436 1430 470 1078 2615 465 449 1380 2012 1323 448 792 728 798 2214 1877 490 936 631 3983 2156 3390 7488 363 298 360 953 483 1927 2108 2259 988 519 4099 3052
MSTRG.257.1|673|x|C1_01140C_A-T|Ca22chr1A_C_albicans_SC5314|calb 0 0 0 1 1 4 2 1 3 1 1 3 0 1 1 0 5 0 1 2 0 0 0 0 13 0 0 0 1 0 0 2 5 3 0 0 32
C1_01140C_A|2103 14 101 357 1202 412 874 6736 1420 1676 2042 2783 1681 845 1483 1901 2028 3656 2944 429 794 628 2298 1100 2097 5554 166 162 164 553 303 1161 1282 1521 693 290 1969 1644
MSTRG.258.1|3378|x|C1_01140C_A-T|Ca22chr1A_C_albicans_SC5314|calb 0 1 2 7 4 7 110 19 27 15 12 9 8 5 3 7 10 19 9 10 7 42 13 37 71 0 4 1 14 8 44 45 27 14 8 24 29
C1_01150C_A|2070 9 38 243 805 258 562 3756 669 581 1884 2723 1774 518 491 353 400 1332 1095 165 279 223 703 275 368 1295 234 157 186 215 126 439 479 599 299 327 1986 1743
MSTRG.260.1|213|x|C1_01150C_A-T|Ca22chr1A_C_albicans_SC5314|calb 0 0 0 7 1 1 8 1 0 0 0 0 1 2 0 0 1 0 0 0 0 0 4 0 0 1 0 0 0 0 1 1 0 0 1 0 0
