calb	ctrop	cpar	cglab	myID
CR_06090W_A	CTRG_00622	CPAR2_205010	CAGL0H03729g	myID350
CR_06110C_A	CTRG_00624	CPAR2_204990	CAGL0B04895g	myID351
CR_06120W_A	CTRG_00625	CPAR2_204980	CAGL0H03773g	myID352
CR_06150C_A	CTRG_00627	CPAR2_204960	CAGL0B02794g	myID353
CR_06160C_A	CTRG_00628	CPAR2_204910	CAGL0K07111g	myID354
CR_06170W_A	CTRG_00629	CPAR2_204920	CAGL0J00187g	myID355
CR_06180W_A	CTRG_00630	CPAR2_204930	CAGL0K07095g	myID356
CR_05900W_A	CTRG_00634	CPAR2_206150	CAGL0J00825g	myID357
CR_05890C_A	CTRG_00635	CPAR2_206160	CAGL0J07722g	myID358
CR_05830C_A	CTRG_00640	CPAR2_206050	CAGL0E06556g	myID359
CR_05800C_A	CTRG_00641	CPAR2_205310	CAGL0M11572g	myID360
CR_05790C_A	CTRG_00642	CPAR2_205320	CAGL0F02431g	myID361
CR_05780W_A	CTRG_00643	CPAR2_205330	CAGL0C00649g	myID362
CR_05760C_A	CTRG_00645	CPAR2_702430	CAGL0K07898g	myID363
CR_05740C_A	CTRG_00647	CPAR2_205360	CAGL0J09834g	myID364
CR_05730C_A	CTRG_00648	CPAR2_205370	CAGL0K07876g	myID365
CR_05720W_A	CTRG_00649	CPAR2_205380	CAGL0J09812g	myID366
CR_06050W_A	CTRG_00650	CPAR2_205060	CAGL0H07535g	myID367
CR_06040W_A	CTRG_00651	CPAR2_205070	CAGL0L07810g	myID368
CR_06000W_A	CTRG_00654	CPAR2_205110	CAGL0H09812g	myID369
CR_05990C_A	CTRG_00655	CPAR2_205120	CAGL0I07183g	myID370
CR_05980W_A	CTRG_00656	CPAR2_205130	CAGL0K10252g	myID371
CR_05970C_A	CTRG_00657	CPAR2_205140	CAGL0A02992g	myID372
CR_05950C_A	CTRG_00658	CPAR2_205160	CAGL0L07744g	myID373
CR_06720W_A	CTRG_00663	CPAR2_204780	CAGL0I02398g	myID374
CR_06710C_A	CTRG_00664	CPAR2_204790	CAGL0F08283g	myID375
CR_06700C_A	CTRG_00665	CPAR2_204800	CAGL0I02200g	myID376
CR_06690C_A	CTRG_00666	CPAR2_204810	CAGL0F08173g	myID377
CR_06680C_A	CTRG_00667	CPAR2_204820	CAGL0L12034g	myID378
CR_06730W_A	CTRG_00668	CPAR2_204770	CAGL0I02420g	myID379
CR_06740W_A	CTRG_00669	CPAR2_204760	CAGL0I02464g	myID380
CR_06750C_A	CTRG_00670	CPAR2_204750	CAGL0I02442g	myID381
CR_06760C_A	CTRG_00671	CPAR2_204740	CAGL0F08107g	myID382
CR_06780W_A	CTRG_00673	CPAR2_203190	CAGL0M06699g	myID383
CR_06800C_A	CTRG_00675	CPAR2_203210	CAGL0M06677g	myID384
CR_06810W_A	CTRG_00676	CPAR2_203220	CAGL0M06655g	myID385
CR_06820W_A	CTRG_00677	CPAR2_203230	CAGL0M06633g	myID386
CR_06830C_A	CTRG_00678	CPAR2_203240	CAGL0M06765g	myID387
CR_06840W_A	CTRG_00679	CPAR2_203250	CAGL0D04180g	myID388
CR_06860C_A	CTRG_00680	CPAR2_203270	CAGL0A03102g	myID389
CR_06640C_A	CTRG_00683	CPAR2_203080	CAGL0D04202g	myID390
CR_06620W_A	CTRG_00684	CPAR2_203070	CAGL0A02134g	myID391
CR_06610W_A	CTRG_00685	CPAR2_203060	CAGL0K12430g	myID392
CR_06590C_A	CTRG_00686	CPAR2_204350	CAGL0G04763g	myID393
CR_06560C_A	CTRG_00688	CPAR2_203880	CAGL0M03839g	myID394
CR_05910W_A	CTRG_00693	CPAR2_206140	CAGL0E06270g	myID395
CR_05920C_A	CTRG_00694	CPAR2_206130	CAGL0J00803g	myID396
CR_06900C_A	CTRG_00695	CPAR2_206090	CAGL0E02629g	myID397
CR_06910W_A	CTRG_00696	CPAR2_206080	CAGL0B01287g	myID398
CR_06940W_A	CTRG_00698	CPAR2_205470	CAGL0J07964g	myID399
CR_06950C_A	CTRG_00699	CPAR2_205460	CAGL0J07980g	myID400
CR_06960W_A	CTRG_00701	CPAR2_205410	CAGL0J08008g	myID401
CR_06970C_A	CTRG_00702	CPAR2_205420	CAGL0I02002g	myID402
CR_06980W_A	CTRG_00703	CPAR2_205430	CAGL0J07986g	myID403
CR_07000C_A	CTRG_00708	CPAR2_205400	CAGL0J08030g	myID404
CR_03910C_A	CTRG_00709	CPAR2_202430	CAGL0E01397g	myID405
CR_03900W_A	CTRG_00710	CPAR2_202440	CAGL0I03498g	myID406
CR_03870W_A	CTRG_00712	CPAR2_202460	CAGL0I03520g	myID407
CR_03860C_A	CTRG_00713	CPAR2_202470	CAGL0K03597g	myID408
CR_03830C_A	CTRG_00716	CPAR2_202500	CAGL0J04444g	myID409
CR_03800C_A	CTRG_00717	CPAR2_202510	CAGL0K10208g	myID410
CR_03790C_A	CTRG_00718	CPAR2_202520	CAGL0M04169g	myID411
CR_03760W_A	CTRG_00720	CPAR2_202560	CAGL0M09801g	myID412
CR_03750C_A	CTRG_00721	CPAR2_202570	CAGL0K11000g	myID413
CR_03740C_A	CTRG_00724	CPAR2_202590	CAGL0K11022g	myID414
CR_03720W_A	CTRG_00726	CPAR2_202600	CAGL0B03069g	myID415
CR_03700C_A	CTRG_00728	CPAR2_801700	CAGL0K06435g	myID416
CR_03680C_A	CTRG_00730	CPAR2_801900	CAGL0F02079g	myID417
CR_03650W_A	CTRG_00734	CPAR2_801920	CAGL0G00924g	myID418
CR_03600C_A	CTRG_00735	CPAR2_801970	CAGL0L08800g	myID419
CR_03610C_A	CTRG_00736	CPAR2_801960	CAGL0F02145g	myID420
CR_03570C_A	CTRG_00742	CPAR2_802080	CAGL0F06809g	myID421
CR_03550W_A	CTRG_00744	CPAR2_802100	CAGL0L04026g	myID422
CR_03530W_A	CTRG_00745	CPAR2_802110	CAGL0G07711g	myID423
CR_03520C_A	CTRG_00746	CPAR2_802120	CAGL0J01287g	myID424
CR_03500W_A	CTRG_00747	CPAR2_802010	CAGL0H03993g	myID425
CR_03490W_A	CTRG_00748	CPAR2_802000	CAGL0M05577g	myID426
CR_03470W_A	CTRG_00750	CPAR2_801990	CAGL0L08712g	myID427
CR_03460W_A	CTRG_00751	CPAR2_801980	CAGL0L08778g	myID428
CR_03640C_A	CTRG_00753	CPAR2_801930	CAGL0K03971g	myID429
CR_03820C_A	CTRG_00755	CPAR2_801950	CAGL0L08646g	myID430
CR_03430W_A	CTRG_00757	CPAR2_802050	CAGL0K03685g	myID431
CR_03420C_A	CTRG_00758	CPAR2_802040	CAGL0J03102g	myID432
CR_03400W_A	CTRG_00760	CPAR2_802020	CAGL0L12606g	myID433
CR_03390C_A	CTRG_00761	CPAR2_802130	CAGL0K03443g	myID434
CR_03380W_A	CTRG_00762	CPAR2_802140	CAGL0J01221g	myID435
CR_03370C_A	CTRG_00763	CPAR2_802150	CAGL0K08646g	myID436
CR_03360W_A	CTRG_00764	CPAR2_802160	CAGL0F07645g	myID437
CR_03350C_A	CTRG_00765	CPAR2_802170	CAGL0J01199g	myID438
CR_03340C_A	CTRG_00766	CPAR2_802180	CAGL0K08602g	myID439
CR_03330W_A	CTRG_00767	CPAR2_802190	CAGL0L03069g	myID440
CR_03290C_A	CTRG_00770	CPAR2_802210	CAGL0G04455g	myID441
CR_03540W_A	CTRG_00774	CPAR2_802230	CAGL0L08514g	myID442
CR_03260W_A	CTRG_00775	CPAR2_802220	CAGL0I10582g	myID443
CR_03240C_A	CTRG_00777	CPAR2_802280	CAGL0J07370g	myID444
CR_03230W_A	CTRG_00778	CPAR2_802290	CAGL0J07326g	myID445
CR_03220C_A	CTRG_00779	CPAR2_802300	CAGL0J07304g	myID446
CR_03210C_A	CTRG_00780	CPAR2_802320	CAGL0K05071g	myID447
CR_03200C_A	CTRG_00781	CPAR2_802420	CAGL0K05049g	myID448
CR_03180W_A	CTRG_00782	CPAR2_802410	CAGL0E03311g	myID449
CR_03170W_A	CTRG_00783	CPAR2_802400	CAGL0D06556g	myID450
CR_03160W_A	CTRG_00784	CPAR2_802390	CAGL0D06336g	myID451
CR_03150W_A	CTRG_00785	CPAR2_802380	CAGL0E03454g	myID452
CR_03140C_A	CTRG_00786	CPAR2_802370	CAGL0H06325g	myID453
CR_03130W_A	CTRG_00787	CPAR2_802360	CAGL0I01518g	myID454
CR_03120W_A	CTRG_00788	CPAR2_802350	CAGL0J05302g	myID455
CR_03110W_A	CTRG_00789	CPAR2_802340	CAGL0F01133g	myID456
CR_03100W_A	CTRG_00790	CPAR2_802330	CAGL0F01155g	myID457
CR_03070W_A	CTRG_00792	CPAR2_802540	CAGL0B04675g	myID458
CR_03060W_A	CTRG_00793	CPAR2_802620	CAGL0J10406g	myID459
CR_03050C_A	CTRG_00794	CPAR2_802610	CAGL0K06985g	myID460
CR_03040C_A	CTRG_00795	CPAR2_802600	CAGL0C01771g	myID461
CR_03030C_A	CTRG_00796	CPAR2_802590	CAGL0J10384g	myID462
CR_03020C_A	CTRG_00797	CPAR2_802580	CAGL0J10362g	myID463
CR_02990C_A	CTRG_00799	CPAR2_802550	CAGL0F04279g	myID464
CR_02980C_A	CTRG_00800	CPAR2_801050	CAGL0G02409g	myID465
CR_02970C_A	CTRG_00802	CPAR2_801060	CAGL0L08250g	myID466
CR_02950C_A	CTRG_00804	CPAR2_800110	CAGL0H04565g	myID467
CR_02930W_A	CTRG_00806	CPAR2_800140	CAGL0F03971g	myID468
CR_02910W_A	CTRG_00809	CPAR2_800160	CAGL0G09999g	myID469
CR_02890C_A	CTRG_00812	CPAR2_800170	CAGL0G10109g	myID470
CR_02870W_A	CTRG_00816	CPAR2_800190	CAGL0K05225g	myID471
CR_02860W_A	CTRG_00817	CPAR2_800200	CAGL0I08459g	myID472
CR_02850C_A	CTRG_00818	CPAR2_800210	CAGL0G04389g	myID473
CR_02820W_A	CTRG_00819	CPAR2_800220	CAGL0K03421g	myID474
CR_02790C_A	CTRG_00822	CPAR2_801230	CAGL0E06028g	myID475
CR_02740W_A	CTRG_00825	CPAR2_801200	CAGL0J05676g	myID476
CR_02720C_A	CTRG_00826	CPAR2_801190	CAGL0J05698g	myID477
CR_02710W_A	CTRG_00827	CPAR2_801180	CAGL0D04884g	myID478
CR_02700W_A	CTRG_00828	CPAR2_801170	CAGL0J05720g	myID479
CR_02690W_A	CTRG_00829	CPAR2_801160	CAGL0J05742g	myID480
CR_02680W_A	CTRG_00830	CPAR2_801150	CAGL0D02684g	myID481
CR_02650C_A	CTRG_00833	CPAR2_801120	CAGL0G01947g	myID482
CR_02630C_A	CTRG_00835	CPAR2_800980	CAGL0L04884g	myID483
CR_02610C_A	CTRG_00837	CPAR2_801000	CAGL0L04862g	myID484
CR_02590C_A	CTRG_00840	CPAR2_801020	CAGL0G02299g	myID485
CR_02580W_A	CTRG_00841	CPAR2_801030	CAGL0H06523g	myID486
CR_02570C_A	CTRG_00842	CPAR2_801040	CAGL0J08547g	myID487
CR_02560C_A	CTRG_00843	CPAR2_802630	CAGL0G08844g	myID488
CR_01680C_A	CTRG_00845	CPAR2_802770	CAGL0L02629g	myID489
CR_01690C_A	CTRG_00846	CPAR2_802760	CAGL0J03652g	myID490
CR_01700C_A	CTRG_00847	CPAR2_802750	CAGL0H02211g	myID491
CR_01710W_A	CTRG_00848	CPAR2_802740	CAGL0H02189g	myID492
CR_01720W_A	CTRG_00849	CPAR2_802730	CAGL0J06556g	myID493
CR_01730W_A	CTRG_00850	CPAR2_800860	CAGL0F02013g	myID494
CR_01750C_A	CTRG_00852	CPAR2_800840	CAGL0F02123g	myID495
CR_01760C_A	CTRG_00853	CPAR2_800830	CAGL0F01705g	myID496
CR_01770C_A	CTRG_00854	CPAR2_800820	CAGL0K12584g	myID497
CR_01780W_A	CTRG_00855	CPAR2_800800	CAGL0F01661g	myID498
CR_01790C_A	CTRG_00856	CPAR2_800790	CAGL0F02167g	myID499
CR_01820W_A	CTRG_00857	CPAR2_800770	CAGL0L08822g	myID500
CR_01800C_A	CTRG_00859	CPAR2_800780	CAGL0L08668g	myID501
CR_01950W_A	CTRG_00871	CPAR2_800660	CAGL0E05478g	myID502
CR_01960C_A	CTRG_00872	CPAR2_800650	CAGL0E05368g	myID503
CR_01970C_A	CTRG_00878	CPAR2_800640	CAGL0E05346g	myID504
CR_01980C_A	CTRG_00879	CPAR2_800630	CAGL0B04543g	myID505
CR_01990C_A	CTRG_00880	CPAR2_801080	CAGL0L04136g	myID506
CR_02000C_A	CTRG_00881	CPAR2_801090	CAGL0B02607g	myID507
CR_02050C_A	CTRG_00883	CPAR2_800680	CAGL0J03454g	myID508
CR_02040W_A	CTRG_00884	CPAR2_800700	CAGL0J03432g	myID509
CR_02030C_A	CTRG_00885	CPAR2_800710	CAGL0M06941g	myID510
CR_02090C_A	CTRG_00889	CPAR2_801240	CAGL0D03630g	myID511
CR_02200C_A	CTRG_00891	CPAR2_801420	CAGL0I05544g	myID512
CR_02190C_A	CTRG_00892	CPAR2_801430	CAGL0A04455g	myID513
CR_02110W_A	CTRG_00894	CPAR2_801440	CAGL0J06424g	myID514
CR_02130W_A	CTRG_00896	CPAR2_801460	CAGL0G02101g	myID515
CR_02140W_A	CTRG_00897	CPAR2_800730	CAGL0E03113g	myID516
CR_02150W_A	CTRG_00899	CPAR2_801330	CAGL0E00385g	myID517
CR_02170W_A	CTRG_00901	CPAR2_801350	CAGL0J08316g	myID518
CR_02210W_A	CTRG_00903	CPAR2_801360	CAGL0M02519g	myID519
CR_02430C_A	CTRG_00904	CPAR2_801370	CAGL0M06919g	myID520
CR_02420W_A	CTRG_00905	CPAR2_801380	CAGL0E02673g	myID521
CR_02390W_A	CTRG_00906	CPAR2_801390	CAGL0M11792g	myID522
CR_02380C_A	CTRG_00907	CPAR2_801400	CAGL0I05324g	myID523
CR_02370W_A	CTRG_00908	CPAR2_801410	CAGL0K04477g	myID524
CR_02360W_A	CTRG_00909	CPAR2_801250	CAGL0B04917g	myID525
CR_02330C_A	CTRG_00911	CPAR2_801280	CAGL0B00462g	myID526
CR_02250C_A	CTRG_00917	CPAR2_802430	CAGL0I02860g	myID527
CR_02510W_A	CTRG_00920	CPAR2_802440	CAGL0I02838g	myID528
CR_02520W_A	CTRG_00921	CPAR2_802680	CAGL0L03872g	myID529
CR_02530W_A	CTRG_00923	CPAR2_802670	CAGL0L03846g	myID530
CR_02540W_A	CTRG_00924	CPAR2_802660	CAGL0E03201g	myID531
CR_02550C_A	CTRG_00925	CPAR2_802650	CAGL0E03223g	myID532
CR_01660C_A	CTRG_00926	CPAR2_802780	CAGL0J06578g	myID533
CR_01650W_A	CTRG_00927	CPAR2_802790	CAGL0J06600g	myID534
CR_01620C_A	CTRG_00928	CPAR2_802800	CAGL0I04994g	myID535
CR_01610C_A	CTRG_00929	CPAR2_802810	CAGL0A04345g	myID536
CR_01590C_A	CTRG_00931	CPAR2_802830	CAGL0I05016g	myID537
CR_01580C_A	CTRG_00932	CPAR2_802840	CAGL0I05060g	myID538
CR_01570W_A	CTRG_00933	CPAR2_802850	CAGL0A04323g	myID539
CR_01550C_A	CTRG_00935	CPAR2_802870	CAGL0A04279g	myID540
CR_01540W_A	CTRG_00936	CPAR2_802880	CAGL0A04235g	myID541
CR_01520W_A	CTRG_00937	CPAR2_803050	CAGL0I05038g	myID542
CR_01500W_A	CTRG_00938	CPAR2_803060	CAGL0A04213g	myID543
CR_01480W_A	CTRG_00939	CPAR2_802990	CAGL0I05104g	myID544
CR_01470W_A	CTRG_00940	CPAR2_803090	CAGL0F04807g	myID545
CR_01430W_A	CTRG_00942	CPAR2_802970	CAGL0G01562g	myID546
CR_01420W_A	CTRG_00943	CPAR2_802960	CAGL0G01584g	myID547
CR_01410C_A	CTRG_00944	CPAR2_802950	CAGL0G01628g	myID548
CR_01400W_A	CTRG_00945	CPAR2_802940	CAGL0G02585g	myID549
CR_01390W_A	CTRG_00946	CPAR2_802930	CAGL0J03850g	myID550
CR_01370C_A	CTRG_00948	CPAR2_802920	CAGL0M01100g	myID551
CR_01360W_A	CTRG_00949	CPAR2_802910	CAGL0C04851g	myID552
CR_01350C_A	CTRG_00950	CPAR2_802900	CAGL0F04653g	myID553
CR_01320C_A	CTRG_00951	CPAR2_803100	CAGL0I10626g	myID554
CR_01330W_A	CTRG_00953	CPAR2_803010	CAGL0C04917g	myID555
CR_01280C_A	CTRG_00955	CPAR2_803110	CAGL0K01353g	myID556
CR_01310W_A	CTRG_00957	CPAR2_803150	CAGL0I04686g	myID557
CR_01290C_A	CTRG_00958	CPAR2_803130	CAGL0L07854g	myID558
CR_01260W_A	CTRG_00961	CPAR2_803160	CAGL0G03487g	myID559
CR_01230C_A	CTRG_00962	CPAR2_803170	CAGL0C01903g	myID560
CR_01240C_A	CTRG_00963	CPAR2_803180	CAGL0G03509g	myID561
CR_01170W_A	CTRG_00964	CPAR2_803260	CAGL0M10175g	myID562
CR_01180W_A	CTRG_00965	CPAR2_803250	CAGL0K02783g	myID563
CR_01190C_A	CTRG_00966	CPAR2_803245	CAGL0M10235g	myID564
CR_01210C_A	CTRG_00967	CPAR2_803240	CAGL0K02761g	myID565
CR_01100C_A	CTRG_00970	CPAR2_801520	CAGL0I02728g	myID566
CR_01110W_A	CTRG_00971	CPAR2_801530	CAGL0K07986g	myID567
CR_01120C_A	CTRG_00972	CPAR2_801540	CAGL0E00935g	myID568
CR_01130W_A	CTRG_00973	CPAR2_801550	CAGL0B02013g	myID569
CR_01140C_A	CTRG_00974	CPAR2_801560	CAGL0M11506g	myID570
CR_01150C_A	CTRG_00975	CPAR2_803200	CAGL0D04268g	myID571
CR_01080W_A	CTRG_00977	CPAR2_803210	CAGL0I06358g	myID572
CR_01060W_A	CTRG_00979	CPAR2_803230	CAGL0K02739g	myID573
CR_01050C_A	CTRG_00981	CPAR2_800870	CAGL0L05368g	myID574
CR_01040C_A	CTRG_00982	CPAR2_800880	CAGL0L05390g	myID575
CR_01030W_A	CTRG_00983	CPAR2_800890	CAGL0F06743g	myID576
CR_00980C_A	CTRG_00985	CPAR2_800750	CAGL0L05302g	myID577
CR_00990W_A	CTRG_00986	CPAR2_800740	CAGL0F06721g	myID578
CR_01000C_A	CTRG_00987	CPAR2_801470	CAGL0H06567g	myID579
CR_00900W_A	CTRG_00990	CPAR2_800940	CAGL0B01881g	myID580
CR_00920W_A	CTRG_00991	CPAR2_800960	CAGL0L05346g	myID581
CR_00870C_A	CTRG_00994	CPAR2_800900	CAGL0B01991g	myID582
CR_00860C_A	CTRG_00995	CPAR2_802460	CAGL0L12870g	myID583
CR_00830W_A	CTRG_00997	CPAR2_804020	CAGL0K09240g	myID584
CR_00820C_A	CTRG_00998	CPAR2_804010	CAGL0K09262g	myID585
CR_00800C_A	CTRG_01000	CPAR2_803990	CAGL0K09284g	myID586
CR_00780C_A	CTRG_01001	CPAR2_206270	CAGL0K10626g	myID587
CR_00710C_A	CTRG_01002	CPAR2_802510	CAGL0M13013g	myID588
CR_00750C_A	CTRG_01004	CPAR2_804110	CAGL0J02860g	myID589
CR_00620C_A	CTRG_01005	CPAR2_804120	CAGL0C05115g	myID590
CR_00660W_A	CTRG_01010	CPAR2_804040	CAGL0L10802g	myID591
CR_00670C_A	CTRG_01011	CPAR2_802480	CAGL0E01903g	myID592
CR_00680W_A	CTRG_01012	CPAR2_802490	CAGL0M07678g	myID593
CR_00690C_A	CTRG_01013	CPAR2_802500	CAGL0E04796g	myID594
CR_00570W_A	CTRG_01016	CPAR2_803770	CAGL0C04257g	myID595
CR_00580W_A	CTRG_01017	CPAR2_803780	CAGL0C04301g	myID596
CR_00590W_A	CTRG_01018	CPAR2_803790	CAGL0L06622g	myID597
CR_00600C_A	CTRG_01019	CPAR2_803800	CAGL0I03696g	myID598
CR_00560W_A	CTRG_01020	CPAR2_803760	CAGL0M10439g	myID599
CR_00540C_A	CTRG_01021	CPAR2_803750	CAGL0E01705g	myID600
CR_00520C_A	CTRG_01023	CPAR2_803730	CAGL0B02189g	myID601
CR_00480W_A	CTRG_01024	CPAR2_803710	CAGL0I01804g	myID602
CR_00490W_A	CTRG_01025	CPAR2_803720	CAGL0B02167g	myID603
CR_00460C_A	CTRG_01026	CPAR2_803700	CAGL0I01826g	myID604
CR_00440C_A	CTRG_01027	CPAR2_800260	CAGL0C05599g	myID605
CR_00430C_A	CTRG_01031	CPAR2_800270	CAGL0I06985g	myID606
CR_00410W_A	CTRG_01032	CPAR2_800430	CAGL0D05786g	myID607
CR_00400C_A	CTRG_01033	CPAR2_800310	CAGL0F08613g	myID608
CR_00420W_A	CTRG_01036	CPAR2_800280	CAGL0E01507g	myID609
CR_00330C_A	CTRG_01043	CPAR2_800390	CAGL0M02387g	myID610
CR_00350W_A	CTRG_01044	CPAR2_800370	CAGL0A01023g	myID611
CR_00360C_A	CTRG_01045	CPAR2_800360	CAGL0A00363g	myID612
CR_00370W_A	CTRG_01046	CPAR2_800320	CAGL0F08635g	myID613
CR_00320C_A	CTRG_01047	CPAR2_800400	CAGL0M05973g	myID614
CR_00300W_A	CTRG_01049	CPAR2_800420	CAGL0D06490g	myID615
CR_00260W_A	CTRG_01054	CPAR2_800460	CAGL0M11396g	myID616
CR_00250W_A	CTRG_01055	CPAR2_800470	CAGL0A03036g	myID617
CR_00240W_A	CTRG_01056	CPAR2_800480	CAGL0A03051g	myID618
CR_00230W_A	CTRG_01059	CPAR2_800490	CAGL0J00759g	myID619
CR_00200W_A	CTRG_01062	CPAR2_800530	CAGL0H06633g	myID620
CR_05010W_A	CTRG_01064	CPAR2_800550	CAGL0C02255g	myID621
CR_00150C_A	CTRG_01068	CPAR2_800020	CAGL0H06787g	myID622
CR_00120C_A	CTRG_01071	CPAR2_800090	CAGL0J00539g	myID623
CR_00100C_A	CTRG_01074	CPAR2_800620	CAGL0K12386g	myID624
C2_00030W_A	CTRG_01076	CPAR2_213730	CAGL0M05203g	myID625
C2_00340C_A	CTRG_01079	CPAR2_213450	CAGL0G01254g	myID626
C2_00330C_A	CTRG_01080	CPAR2_213460	CAGL0E02805g	myID627
C2_00320W_A	CTRG_01081	CPAR2_213470	CAGL0A00253g	myID628
C2_00300C_A	CTRG_01082	CPAR2_213480	CAGL0A00275g	myID629
C2_00290W_A	CTRG_01083	CPAR2_213490	CAGL0A00297g	myID630
C2_00280C_A	CTRG_01084	CPAR2_213500	CAGL0A00935g	myID631
C2_00270C_A	CTRG_01085	CPAR2_213510	CAGL0A01001g	myID632
C2_00260C_A	CTRG_01086	CPAR2_213520	CAGL0F08723g	myID633
C2_00230W_A	CTRG_01088	CPAR2_213550	CAGL0A00319g	myID634
C2_00220C_A	CTRG_01089	CPAR2_213560	CAGL0F08679g	myID635
C2_00210W_A	CTRG_01090	CPAR2_213570	CAGL0A00979g	myID636
C2_00200W_A	CTRG_01091	CPAR2_213580	CAGL0F08701g	myID637
C2_00190C_A	CTRG_01092	CPAR2_213590	CAGL0A00957g	myID638
C2_00160C_A	CTRG_01095	CPAR2_213620	CAGL0E03003g	myID639
C2_00150W_A	CTRG_01096	CPAR2_213630	CAGL0K02915g	myID640
C2_00140W_A	CTRG_01097	CPAR2_213640	CAGL0L13090g	myID641
C2_00120C_A	CTRG_01098	CPAR2_213650	CAGL0G02959g	myID642
C2_00100C_A	CTRG_01100	CPAR2_213670	CAGL0M08206g	myID643
C2_00070C_A	CTRG_01103	CPAR2_213710	CAGL0D05874g	myID644
C2_00350W_A	CTRG_01105	CPAR2_213440	CAGL0A03432g	myID645
C2_00360C_A	CTRG_01106	CPAR2_213430	CAGL0G03971g	myID646
C2_00370W_A	CTRG_01107	CPAR2_213420	CAGL0A00385g	myID647
C2_00380C_A	CTRG_01108	CPAR2_213410	CAGL0G00726g	myID648
C2_00390C_A	CTRG_01109	CPAR2_213400	CAGL0L06094g	myID649
C2_00450C_A	CTRG_01113	CPAR2_213360	CAGL0A00605g	myID650
C2_00440W_A	CTRG_01114	CPAR2_213350	CAGL0K03773g	myID651
C2_00430C_A	CTRG_01115	CPAR2_213340	CAGL0B01903g	myID652
C2_00420W_A	CTRG_01116	CPAR2_213330	CAGL0C00429g	myID653
C2_00410C_A	CTRG_01117	CPAR2_213320	CAGL0K03795g	myID654
C2_00470W_A	CTRG_01118	CPAR2_213310	CAGL0K03817g	myID655
C2_00480C_A	CTRG_01119	CPAR2_213300	CAGL0K03201g	myID656
C2_00490W_A	CTRG_01120	CPAR2_213290	CAGL0K03223g	myID657
C2_00550W_A	CTRG_01121	CPAR2_213230	CAGL0H03399g	myID658
C2_00520W_A	CTRG_01122	CPAR2_213260	CAGL0M05049g	myID659
C2_00510W_A	CTRG_01123	CPAR2_213270	CAGL0K03839g	myID660
C2_00570W_A	CTRG_01126	CPAR2_213210	CAGL0A03454g	myID661
C2_00580C_A	CTRG_01127	CPAR2_213200	CAGL0A03476g	myID662
C2_00600C_A	CTRG_01129	CPAR2_213180	CAGL0L01859g	myID663
C2_00620C_A	CTRG_01130	CPAR2_213160	CAGL0M00572g	myID664
C2_00700W_A	CTRG_01134	CPAR2_213130	CAGL0J01353g	myID665
C2_00710W_A	CTRG_01135	CPAR2_213120	CAGL0J01309g	myID666
C2_00740C_A	CTRG_01138	CPAR2_213090	CAGL0D01980g	myID667
C2_00770W_A	CTRG_01141	CPAR2_212960	CAGL0M04763g	myID668
C2_00540W_A	CTRG_01143	CPAR2_213250	CAGL0M01078g	myID669
C2_00790C_A	CTRG_01144	CPAR2_212980	CAGL0I09812g	myID670
C2_00820W_A	CTRG_01147	CPAR2_213010	CAGL0M07546g	myID671
C2_00830C_A	CTRG_01148	CPAR2_213020	CAGL0L02189g	myID672
C2_00840W_A	CTRG_01149	CPAR2_213030	CAGL0H08580g	myID673
C2_00850W_A	CTRG_01150	CPAR2_213040	CAGL0H08602g	myID674
C2_00930C_A	CTRG_01159	CPAR2_212910	CAGL0L01837g	myID675
C2_00950C_A	CTRG_01161	CPAR2_212890	CAGL0D01738g	myID676
C2_00960C_A	CTRG_01162	CPAR2_212880	CAGL0C02233g	myID677
C2_00970C_A	CTRG_01163	CPAR2_212870	CAGL0A04477g	myID678
C2_01030W_A	CTRG_01166	CPAR2_212840	CAGL0F04411g	myID679
C2_01060C_A	CTRG_01167	CPAR2_211140	CAGL0C04565g	myID680
C2_01070W_A	CTRG_01168	CPAR2_211150	CAGL0J07766g	myID681
C2_03310C_A	CTRG_01171	CPAR2_211780	CAGL0D04246g	myID682
C2_03300W_A	CTRG_01172	CPAR2_211770	CAGL0D06138g	myID683
C2_03280W_A	CTRG_01174	CPAR2_211800	CAGL0J00781g	myID684
C2_03270W_A	CTRG_01175	CPAR2_211810	CAGL0E06358g	myID685
C2_03250W_A	CTRG_01177	CPAR2_211830	CAGL0M06611g	myID686
C2_03240C_A	CTRG_01178	CPAR2_211760	CAGL0G04873g	myID687
C2_03230C_A	CTRG_01179	CPAR2_211750	CAGL0G04851g	myID688
C2_03330C_A	CTRG_01181	CPAR2_211840	CAGL0M11748g	myID689
C2_03340W_A	CTRG_01182	CPAR2_211850	CAGL0B01639g	myID690
C2_03360W_A	CTRG_01184	CPAR2_211870	CAGL0G07425g	myID691
C2_03370W_A	CTRG_01185	CPAR2_211900	CAGL0C05071g	myID692
C2_03380W_A	CTRG_01186	CPAR2_211890	CAGL0J01892g	myID693
C2_03390C_A	CTRG_01187	CPAR2_211560	CAGL0M08822g	myID694
C2_03400C_A	CTRG_01188	CPAR2_211550	CAGL0H08129g	myID695
C2_03410W_A	CTRG_01189	CPAR2_211540	CAGL0A01848g	myID696
C2_03420C_A	CTRG_01190	CPAR2_211530	CAGL0I01034g	myID697
C2_03430W_A	CTRG_01191	CPAR2_211520	CAGL0H02035g	myID698
