orf19.6103	CAWG_01357	CD36_00100	CTRG1_04282	CTRG_04282	---	---	---	---	---	DEHA2A13332g	PICST_28175	CANTEDRAFT_114386	SPAPADRAFT_53067	PGUG_01091	CLUG_03452	B9J08_001269	YER046W
orf19.2343	CAWG_00357	CD36_10090	CTRG1_04062	CTRG_04062	CPAR2_212600	CMET_2318	CORT1A11920	CORT0A11920	LELG_01057	DEHA2G11726g	PICST_52543	CANTEDRAFT_127453	SPAPADRAFT_58489	PGUG_04293	CLUG_05056	B9J08_001359	YCL008C
---	---	---	---	---	---	---	---	---	---	DEHA2G22946g	---	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	DEHA2G23342g	---	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	DEHA2G23364g	---	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	DEHA2G24332g	---	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	DEHA2G24508g	---	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	DEHA2G24728g	---	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	DEHA2G24838g	PICST_58858	---	SPAPADRAFT_54658	---	---	---	---
---	---	---	---	---	---	---	---	---	---	DEHA2G24860g	PICST_30036	CANTEDRAFT_131285	---	PGUG_00009	---	---	---
---	---	---	---	---	---	---	---	---	---	DEHA2G24882g	PICST_29297	CANTEDRAFT_111114	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	DEHA2G24904g	---	---	---	---	---	---	YJR154W
orf19.2342	CAWG_00356	CD36_10100	CTRG1_04065	CTRG_04065	CPAR2_804170	CMET_4733	CORT1A04260	CORT0A04260	LELG_00391	DEHA2G15004g	PICST_55889	CANTEDRAFT_105102	SPAPADRAFT_56823	PGUG_04426	CLUG_03533	B9J08_000239	YBL102W
---	---	---	---	---	---	---	---	---	---	DEHA2G24926g	---	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	DEHA2G24937g	---	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	DEHA2G24948g	---	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	DEHA2G24959g	---	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	DEHA2G24970g	---	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	DEHA2G24992g	---	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	DEHA2G25014g	---	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	DEHA2G25025g	---	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	DEHA2G25036g	---	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	DEHA2G25058g	---	---	---	---	---	---	---
orf19.2341	CAWG_00355	CD36_10110	CTRG1_04066	CTRG_04066	CPAR2_804180	CMET_4734	CORT1A04270	CORT0A04270	LELG_00390	DEHA2G14982g	PICST_42119	CANTEDRAFT_114113	SPAPADRAFT_62775	PGUG_04427	CLUG_03534	B9J08_000238	YDL125C
---	---	---	---	---	---	---	---	---	---	DEHA2G25080g	---	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	DEHA2G25102g	---	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	DEHA2G25124g	---	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	DEHA2G25135g	---	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	DEHA2G25146g	---	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_27987	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_27988	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_27989	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_64741	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_28003	---	---	---	---	---	---
orf19.2340	CAWG_00354	CD36_10120	CTRG1_04067	CTRG_04067	CPAR2_804190	CMET_4735	CORT1A04280	CORT0A04280	LELG_00389	DEHA2G14960g	PICST_67138	CANTEDRAFT_105619	SPAPADRAFT_62774	PGUG_04428	CLUG_03535	B9J08_000480	YDL126C
---	---	---	---	---	---	---	---	---	---	---	PICST_28004	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_34027	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_51091	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_17616	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_51795	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_11162	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_51290	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_28139	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_28157	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_28181	---	---	---	---	---	---
orf19.2337	CAWG_00353	CD36_10130	CTRG1_04068	CTRG_04068	CPAR2_210610	CMET_2510	CORT1A09940	CORT0A09940	LELG_00718	DEHA2G14608g	PICST_81292	CANTEDRAFT_98074	SPAPADRAFT_142475	PGUG_04413	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_28187	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_28198	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_28199	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_34123	---	---	---	CLUG_01181	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_39160	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_51227	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_52210	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_38981	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_37839	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_28231	---	---	PGUG_04597	---	---	---
orf19.2336	CAWG_00352	CD36_10140	CTRG1_CGOB_00084	ctro_CGOB_00084	CPAR2_210600	---	CORT1A09930	CORT0A09930	LELG_00717	DEHA2G14564g	psti_CGOB_00140	CANTEDRAFT_98076	SPAPADRAFT_156278	PGUG_04411	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_51094	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_66350	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_28326	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_28339	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_28340	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_66379	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_28392	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_28415	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_51444	CANTEDRAFT_125617	---	PGUG_05165	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_51088	---	---	---	---	---	---
orf19.2335	CAWG_00351	CD36_10150	CTRG1_04069	CTRG_04069	CPAR2_210590	CMET_2509	CORT1A09920	CORT0A09920	LELG_00716	DEHA2G14586g	PICST_75911	CANTEDRAFT_105583	SPAPADRAFT_62787	PGUG_04412	CLUG_01932	B9J08_000251	YHR113W
---	---	---	---	---	---	---	---	---	---	---	PICST_66419	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_34292	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_28493	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_28494	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_28495	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_28496	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_38391	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_28524	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_28545	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_86089	---	---	---	---	---	---
orf19.2334	CAWG_00350	CD36_10160	CTRG1_04070	CTRG_04070	CPAR2_210580	CMET_2508	CORT1A09910	CORT0A09910	LELG_00715	DEHA2G14542g	PICST_30296	CANTEDRAFT_114119	SPAPADRAFT_62789	PGUG_04410	CLUG_01933	B9J08_000252	YHR101C
---	---	---	---	---	---	---	---	---	---	---	PICST_28601	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_28602	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_28603	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_52044	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_28615	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_28618	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_66477	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_66507	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_52438	---	---	PGUG_05312	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_28697	---	---	---	---	---	---
orf19.3296	CAWG_01266	CD36_01020	CTRG1_04409	CTRG_04409	CPAR2_110130	CMET_106	CORT1B11240	CORT0B11240	LELG_01385	DEHA2D14542g	PICST_37589	CANTEDRAFT_93515	SPAPADRAFT_47806	PGUG_00533	CLUG_01437	B9J08_003399	---
orf19.2333	CAWG_00349	CD36_10170	CTRG1_04071	CTRG_04071	CPAR2_210570	CMET_2507	CORT1A09900	CORT0A09900	LELG_00714	DEHA2G14520g	PICST_70688	CANTEDRAFT_114120	SPAPADRAFT_142394	PGUG_04409	CLUG_01934	B9J08_000253	YHR009C
---	---	---	---	---	---	---	---	---	---	---	PICST_80185	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_28702	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_28707	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_51281	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_28751	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_38489	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_28757	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_28758	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_28774	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_28789	---	---	---	---	---	---
orf19.2332	CAWG_00348	CD36_10180	CTRG1_04072	CTRG_04072	CPAR2_210560	CMET_2506	CORT1A09890	CORT0A09890	---	---	---	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_28797	---	---	PGUG_00112	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_37376	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_39216	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_28825	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_28827	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_28839	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_28851	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_53992	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_28859	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_28879	---	---	---	---	---	---
orf19.2331	CAWG_00347	CD36_10190	CTRG1_04073	CTRG_04073	CPAR2_210550	CMET_2505	CORT1A09880	CORT0A09880	LELG_00713	DEHA2G14454g	PICST_55798	CANTEDRAFT_104789	SPAPADRAFT_62780	PGUG_04407	CLUG_01935	B9J08_000255	YDR448W
---	---	---	---	---	---	---	---	---	---	---	PICST_28888	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_28899	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_28907	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_40058	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_34542	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_86944	CANTEDRAFT_132639	---	PGUG_05795	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_28949	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_28950	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_28970	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_28971	---	---	---	---	---	---
orf19.2329.1	CAWG_00346	CD36_10200	CTRG1_CGOB_00112	ctro_CGOB_00112	CPAR2_210540	CMET_2504	CORT1A09870	CORT0A09870	LELG_00712	DEHA2G14476g	PICST_76215	CANTEDRAFT_114123	SPAPADRAFT_62795	PGUG_04408	clus_CGOB_00012	B9J08_000254	YDR447C
---	---	---	---	---	---	---	---	---	---	---	PICST_29026	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_34588	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_34593	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_39320	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_29041	CANTEDRAFT_102680	---	PGUG_05389	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_29047	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_34605	---	---	PGUG_05833	---	B9J08_001571	---
---	---	---	---	---	---	---	---	---	---	---	PICST_29079	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_39560	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_39941	CANTEDRAFT_114622	---	PGUG_00086	---	---	YNR064C
orf19.2330	CAWG_00345	CD36_10210	CTRG1_04074	CTRG_04074	CPAR2_210520	CMET_2498	CORT1A09850	CORT0A09850	LELG_00711	DEHA2G14410g	PICST_70712	CANTEDRAFT_114132	SPAPADRAFT_62798	PGUG_04405	CLUG_01937	B9J08_000257	YDR449C
---	---	---	---	---	---	---	---	---	---	---	PICST_29149	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_29159	---	spas_CGOB_00045	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_4422	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_29187	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_29193	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_29209	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_29215	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_29233	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_86747	CANTEDRAFT_100867	---	PGUG_02973	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_29257	---	---	---	---	---	---
orf19.2328	CAWG_00344	CD36_10220	CTRG1_04075	CTRG_04075	CPAR2_210530	CMET_2503	CORT1A09860	CORT0A09860	---	DEHA2G14432g	psti_CGOB_00043	CANTEDRAFT_105553	SPAPADRAFT_56842	PGUG_04406	CLUG_01936	B9J08_000256	---
---	---	---	---	---	---	---	---	---	---	---	PICST_29260	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_40145	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_29266	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_29268	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_29269	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_29289	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_29290	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_40070	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_29300	---	---	PGUG_05677	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_3255	---	---	---	---	---	---
orf19.2326	CAWG_00343	CD36_10230	CTRG1_04077	CTRG_04077	CPAR2_803340	CMET_4647	CORT1A03360	CORT0A03360	LELG_00400	DEHA2G14652g	PICST_30300	CANTEDRAFT_134665	SPAPADRAFT_62785	PGUG_04414	CLUG_03532	B9J08_000240	YDR363W
---	---	---	---	---	---	---	---	---	---	---	PICST_53027	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_40173	CANTEDRAFT_124781	---	PGUG_01215	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_66748	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_75853	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_29331	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_29351	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_29369	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_66766	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_34797	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_29419	---	---	---	---	---	---
orf19.2325	CAWG_00342	CD36_10240	CTRG1_04078	CTRG_04078	CPAR2_803330	CMET_4648	CORT1A03350	CORT0A03350	LELG_00399	DEHA2G14674g	PICST_42499	CANTEDRAFT_98073	SPAPADRAFT_142526	PGUG_04416	CLUG_03531	B9J08_000241	YDR362C
---	---	---	---	---	---	---	---	---	---	---	PICST_34802	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_29444	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_4391	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_29459	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_29465	---	---	PGUG_01197	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_41374	---	---	PGUG_04607	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_29467	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_42452	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_54746	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_29483	---	---	---	---	---	---
orf19.2324	CAWG_00341	CD36_10250	CTRG1_04079	CTRG_04079	CPAR2_803320	CMET_4649	CORT1A03340	CORT0A03340	LELG_00398	DEHA2G14696g	PICST_81395	CANTEDRAFT_105638	SPAPADRAFT_142735	PGUG_04417	CLUG_03530	B9J08_000242	YHR111W
---	---	---	---	---	---	---	---	---	---	---	PICST_40466	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_29486	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_66842	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_29570	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_42671	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_55121	---	---	---	CLUG_05618	B9J08_004447	---
---	---	---	---	---	---	---	---	---	---	---	PICST_29591	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_29596	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_29627	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_29635	---	---	---	---	---	---
orf19.2322.3	CAWG_00340	CD36_10260	CTRG1_CGOB_00157	ctro_CGOB_00157	CPAR2_803310	CMET_4650	CORT1A03330	CORT0A03330	LELG_00397	DEHA2G14718g	PICST_70834	CANTEDRAFT_114117	SPAPADRAFT_62783	cgui_CGOB_00172	CLUG_01926	B9J08_000243	YHR110W
---	---	---	---	---	---	---	---	---	---	---	PICST_42120	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_29646	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_87252	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_29665	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_29666	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_29686	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_69995	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_29704	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_66897	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_29712	---	---	---	---	---	---
orf19.3297	CAWG_01265	CD36_01030	CTRG1_04410	CTRG_04410	CPAR2_110140	CMET_105	CORT1B11250	CORT0B11250	LELG_01386	DEHA2D14564g	PICST_52088	CANTEDRAFT_98009	SPAPADRAFT_57786	PGUG_00534	CLUG_01438	B9J08_003400	YGR215W
orf19.2320	CAWG_00339	CD36_10270	CTRG1_04080	CTRG_04080	CPAR2_803300	CMET_4651	CORT1A03320	CORT0A03320	LELG_00396	DEHA2G15048g	PICST_82126	CANTEDRAFT_122167	SPAPADRAFT_141788	PGUG_04421	CLUG_01930	B9J08_000248	YOR119C
---	---	---	---	---	---	---	---	---	---	---	PICST_34974	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_40413	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_29755	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_54822	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_29797	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_29806	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_29817	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_29818	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_29819	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_29827	---	---	---	---	---	---
orf19.2318.1	CAWG_00338	CD36_10280	CTRG1_CGOB_00143	ctro_CGOB_00143	CPAR2_803290	CMET_4652	CORT1A03310	CORT0A03310	LELG_00395	DEHA2G15070g	PICST_70819	CANTEDRAFT_122169	SPAPADRAFT_68109	PGUG_04420	CLUG_01929	B9J08_000247	YDR367W
---	---	---	---	---	---	---	---	---	---	---	PICST_29882	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_29917	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_75931	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_29945	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_54648	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_29954	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_29964	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_29969	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_30010	---	---	PGUG_04845	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_35133	---	---	---	---	---	---
orf19.2319	CAWG_00337	CD36_10290	CTRG1_04082	CTRG_04082	CPAR2_803270	CMET_4639	CORT1A03290	CORT0A03290	LELG_00393	DEHA2G14762g	PICST_16270	cten_CGOB_00142	SPAPADRAFT_52069	PGUG_04418	CLUG_01927	B9J08_000245	YDR365C
---	---	---	---	---	---	---	---	---	---	---	PICST_56402	---	---	---	---	---	---
---	---	---	---	---	---	---	---	---	---	---	PICST_30028	---	---	---	---	---	---
