# File name: C_albicans_SC5314_C_auris_B8441_orthologs.txt
# Organism: Candida albicans SC5314
# Genome version: A22-s07-m01-r90
# Date created: Fri Aug 23 04:39:02 2019
# Created by: The Candida Genome Database (http://www.candidagenome.org/)
# Contact Email: candida-curator AT lists DOT stanford DOT edu
# Funding: NIDCR at US NIH, grant number 1-R01-DE015873-01
#
C2_09060C_A	ASN1	CAL0000188342	B9J08_002429		CAL0000216591
C2_00730C_A		CAL0000181793	B9J08_001290		CAL0000227145
C5_00290W_A	DUS4	CAL0000191650	B9J08_001304		CAL0000227171
C4_04870C_A		CAL0000183191	B9J08_005217		CAL0000227183
C3_04390W_A	CUP5	CAL0000200608	B9J08_005509		CAL0000227187
C6_01340C_A		CAL0000176034	B9J08_005407		CAL0000227209
C5_01300C_A		CAL0000184738	B9J08_002062		CAL0000227221
C3_07100C_A		CAL0000193463	B9J08_004756		CAL0000227249
C7_02310C_A		CAL0000197887	B9J08_002148		CAL0000227267
C3_04370C_A		CAL0000187255	B9J08_005511		CAL0000227311
C1_05280W_A		CAL0000177880	B9J08_003710		CAL0000227353
C4_07190W_A	SEC10	CAL0000177103	B9J08_000631		CAL0000227363
CR_08130W_A		CAL0000187289	B9J08_000106		CAL0000227369
C1_01570C_A	RPB7	CAL0000194040	B9J08_001047		CAL0000227385
C7_03120W_A	TIM54	CAL0000174120	B9J08_000739		CAL0000227397
C2_05340C_A	RPC40	CAL0000195273	B9J08_005010		CAL0000227401
C4_03820C_A	HRQ2	CAL0000183083	B9J08_000313		CAL0000227407
C2_10090C_A		CAL0000195111	B9J08_003802		CAL0000227429
C1_13270W_A		CAL0000189089	B9J08_002039		CAL0000227451
C6_00980C_A		CAL0000177509	B9J08_001116		CAL0000227501
C2_05040C_A		CAL0000184249	B9J08_003073		CAL0000225923
CR_01580C_A	DOT6	CAL0000186480	B9J08_000378		CAL0000225931
C2_08020C_A		CAL0000198857	B9J08_003106		CAL0000225937
C4_00080C_A		CAL0000195960	B9J08_003464		CAL0000225965
C5_04670W_A	SRP101	CAL0000178256	B9J08_004294		CAL0000225981
C2_10690W_A	TPS3	CAL0000186940	B9J08_001873		CAL0000227575
CR_06590C_A	RGS2	CAL0000195677	B9J08_005198		CAL0000227585
C5_04520W_A	TIP41	CAL0000185540	B9J08_004397		CAL0000227591
CR_01090W_A		CAL0000183189	B9J08_002641		CAL0000227613
C1_08540C_A		CAL0000177447	B9J08_000291		CAL0000227623
C6_02260C_A	SEC27	CAL0000201645	B9J08_001924		CAL0000227649
C3_05320W_A		CAL0000194503	B9J08_004441		CAL0000217043
C1_04120C_A		CAL0000185401	B9J08_005142		CAL0000217049
CR_06900C_A	ALG6	CAL0000183581	B9J08_001793		CAL0000226025
C1_03050W_A		CAL0000182470	B9J08_004952		CAL0000226031
C2_03560C_A		CAL0000190739	B9J08_004269		CAL0000226067
CR_09660W_A		CAL0000180132	B9J08_000560		CAL0000227709
C1_04640W_A		CAL0000179190	B9J08_000017		CAL0000227743
C1_08450C_A	CDC42	CAL0000192612	B9J08_000269		CAL0000227749
C3_00270C_A		CAL0000201191	B9J08_005021		CAL0000227755
C2_08310W_A	TIM22	CAL0000200177	B9J08_005076		CAL0000227765
C2_06260W_A		CAL0000180582	B9J08_004125		CAL0000226081
C3_00940W_A		CAL0000197306	B9J08_003302		CAL0000226089
CR_10860C_A	CTA26	CAL0000194699	B9J08_001249		CAL0000226099
C1_13080W_A	OP4	CAL0000186990	B9J08_004148		CAL0000226139
C2_05920C_A	COX8	CAL0000201695	B9J08_003183		CAL0000226141
C2_03710W_A	MNN41	CAL0000190905	B9J08_001483		CAL0000226159
C2_08630C_A		CAL0000196860	B9J08_004585		CAL0000226171
C4_02100C_A	GPI14	CAL0000197470	B9J08_001397		CAL0000227777
C4_05900C_A		CAL0000190383	B9J08_002522		CAL0000227801
C1_13940W_A	SIM1	CAL0000182747	B9J08_004640		CAL0000227803
C5_00550C_A		CAL0000174695	B9J08_000439		CAL0000226213
C1_11730W_A		CAL0000201060	B9J08_000966		CAL0000226255
C2_10600W_A		CAL0000195219	B9J08_003584		CAL0000226259
C6_01100W_A	SEC9	CAL0000200439	B9J08_004691		CAL0000226275
C3_07460W_A		CAL0000184913	B9J08_003576		CAL0000226277
C6_00190W_A		CAL0000189137	B9J08_002162		CAL0000227943
C4_07050W_A	YDC1	CAL0000177800	B9J08_005309		CAL0000226283
CR_04880W_A		CAL0000176940	B9J08_001967		CAL0000226303
C1_13220C_A	AKR1	CAL0000187472	B9J08_002034		CAL0000226305
C2_04050C_A	DCK1	CAL0000181698	B9J08_003624		CAL0000226309
C1_12110C_A		CAL0000182464	B9J08_001725		CAL0000227985
CR_09100C_A		CAL0000182513	B9J08_004496		CAL0000227987
CR_07350W_A		CAL0000194953	B9J08_000572		CAL0000227993
C1_01370C_A	RPS21B	CAL0000190545	B9J08_000998		CAL0000228019
C7_04050W_A	HLJ1	CAL0000175895	B9J08_001957		CAL0000228039
CR_08660W_A	PRP8	CAL0000198077	B9J08_004907		CAL0000228041
C3_03060W_A		CAL0000196764	B9J08_001318		CAL0000228055
C5_05460C_A		CAL0000200680	B9J08_000785		CAL0000226413
C7_04330C_A	SYS1	CAL0000189893	B9J08_001513		CAL0000226415
C6_01930W_A	YHM1	CAL0000186502	B9J08_005501		CAL0000226429
C1_05210C_A		CAL0000195827	B9J08_001335		CAL0000226463
C3_03230C_A		CAL0000195030	B9J08_004429		CAL0000226477
C6_04220C_A	HBR2	CAL0000183364	B9J08_002519		CAL0000226479
CR_08860W_A	PDK2	CAL0000180154	B9J08_000847		CAL0000228107
CR_08950W_A	ARP2	CAL0000193205	B9J08_004653		CAL0000228111
C6_00420W_A	DPM2	CAL0000175581	B9J08_000519		CAL0000228121
C3_01170W_A		CAL0000185321	B9J08_002357		CAL0000228125
C4_01790W_A	ATG11	CAL0000186587	B9J08_000011		CAL0000228129
C6_01950C_A		CAL0000174405	B9J08_005502		CAL0000228153
CR_00250W_A	ATP17	CAL0000183902	B9J08_002610		CAL0000226499
CR_02370W_A	ERG25	CAL0000179313	B9J08_000367		CAL0000226513
C2_06650C_A		CAL0000177683	B9J08_002827		CAL0000226517
C3_02000W_A	RAD50	CAL0000184671	B9J08_004166		CAL0000226541
C6_03940C_A	PBP2	CAL0000187269	B9J08_003660		CAL0000226553
C3_02850C_A		CAL0000198471	B9J08_001206		CAL0000226589
C7_02500C_A	DPP3	CAL0000200315	B9J08_005414		CAL0000226609
C4_03150W_A		CAL0000190260	B9J08_004252		CAL0000226619
C7_00360W_A	DFI1	CAL0000194442	B9J08_000798		CAL0000226745
CR_05630W_A	DBP8	CAL0000181153	B9J08_005116		CAL0000226749
C4_02050W_A	HGH1	CAL0000178023	B9J08_001401		CAL0000226769
C1_00180W_A	RPL16A	CAL0000175593	B9J08_001278		CAL0000226779
CR_04250W_A	RON1	CAL0000194121	B9J08_005487		CAL0000226787
C1_07840W_A		CAL0000188735	B9J08_001602		CAL0000226807
CR_02390W_A		CAL0000186188	B9J08_001008		CAL0000226821
CR_01420W_A		CAL0000190298	B9J08_000750		CAL0000226861
C1_06060C_A	ACP1	CAL0000199317	B9J08_001821		CAL0000226867
C7_02470C_A		CAL0000176158	B9J08_005467		CAL0000226871
C4_00420C_A		CAL0000174492	B9J08_004879		CAL0000226881
C1_02830W_A		CAL0000184091	B9J08_003270		CAL0000226891
C2_02010C_A	CHT4	CAL0000185677	B9J08_002183		CAL0000226901
CR_09340W_A		CAL0000196948	B9J08_004508		CAL0000217077
C3_05920W_A	MRR1	CAL0000179436	B9J08_004061		CAL0000217129
C1_09330W_A		CAL0000197859	B9J08_002306		CAL0000217137
C3_04970C_A		CAL0000195094	B9J08_002278		CAL0000217167
C3_00670C_A	FKH2	CAL0000195461	B9J08_002860		CAL0000217173
C5_03930C_A		CAL0000194092	B9J08_000674		CAL0000217207
C3_03420C_A	NDE1	CAL0000200307	B9J08_002342		CAL0000220633
C1_12610W_A		CAL0000201122	B9J08_003749		CAL0000220667
C2_00630C_A		CAL0000178575	B9J08_001315		CAL0000222935
C1_08710W_A		CAL0000199763	B9J08_004556		CAL0000223139
C4_02850W_A		CAL0000181143	B9J08_002207		CAL0000223173
C3_05280C_A		CAL0000179740	B9J08_004437		CAL0000223271
C1_04000C_A	KTR4	CAL0000179131	B9J08_001997		CAL0000223315
C1_04360C_A		CAL0000190017	B9J08_003385		CAL0000223341
C2_01950C_A	AMN1	CAL0000192306	B9J08_002177		CAL0000223343
C4_00300C_A	SWI1	CAL0000188874	B9J08_003460		CAL0000223357
CR_00980C_A	CAB3	CAL0000174890	B9J08_003489		CAL0000223391
C3_07810C_A	SEC61	CAL0000178942	B9J08_005165		CAL0000223409
C3_05060W_A		CAL0000181321	B9J08_002265		CAL0000223439
C1_08180C_A		CAL0000176916	B9J08_004718		CAL0000223441
C2_10480W_A	MDH1-3	CAL0000184598	B9J08_003466		CAL0000223467
C2_05150W_A	PEX2	CAL0000196912	B9J08_002488		CAL0000223497
C1_12490W_A	PEP1	CAL0000201763	B9J08_003473		CAL0000223515
C3_03010C_A	DTD2	CAL0000184836	B9J08_004155		CAL0000223565
CR_00160C_A		CAL0000176944	B9J08_001485		CAL0000223577
C1_11550W_A	GAR1	CAL0000187800	B9J08_001573		CAL0000223591
C2_08700C_A		CAL0000199174	B9J08_004793		CAL0000223597
C5_04000W_A	RFC3	CAL0000191573	B9J08_002724		CAL0000223621
C2_06730W_A	LSP1	CAL0000186520	B9J08_000071		CAL0000223629
C6_02270C_A	ALG11	CAL0000201912	B9J08_001925		CAL0000223633
CR_04310C_A		CAL0000176800	B9J08_005480		CAL0000223657
CR_02030C_A		CAL0000178878	B9J08_000754		CAL0000223669
C3_01520C_A		CAL0000195640	B9J08_000182		CAL0000223719
C4_06770W_A		CAL0000200985	B9J08_003776		CAL0000223725
CR_02000C_A	HEM1	CAL0000189686	B9J08_001887		CAL0000223735
C1_01510W_B		CAL0000186978	B9J08_004987		CAL0000223781
C5_00260W_A		CAL0000189135	B9J08_001298		CAL0000220515
C2_03530W_A		CAL0000178992	B9J08_003455		CAL0000220519
C7_03970C_A		CAL0000179115	B9J08_000280		CAL0000220535
C7_00550C_A	GLN4	CAL0000198388	B9J08_003290		CAL0000220799
CR_04210C_A	QDR1	CAL0000179875	B9J08_005492		CAL0000224107
C2_05850C_A		CAL0000198191	B9J08_003178		CAL0000224177
C5_02600W_A	PUT1	CAL0000197353	B9J08_002130		CAL0000224209
C2_02470C_A	ATO7	CAL0000180296	B9J08_001775		CAL0000224235
C3_07470W_A		CAL0000181062	B9J08_003575		CAL0000224237
C2_09390W_A	ABG1	CAL0000185787	B9J08_003027		CAL0000224241
C2_08730W_A	MFG1	CAL0000181361	B9J08_005191		CAL0000220867
C4_05340W_A		CAL0000200502	B9J08_003207		CAL0000224281
CR_09960C_A	UGA3	CAL0000178565	B9J08_002748		CAL0000224291
C1_13750C_A		CAL0000179951	B9J08_002511		CAL0000224295
CR_09710W_A	PCD1	CAL0000194979	B9J08_003685		CAL0000224303
C2_09640W_A	PMI1	CAL0000189115	B9J08_002392		CAL0000224305
C7_02450W_A		CAL0000193449	B9J08_005469		CAL0000224311
C1_01250W_A		CAL0000200375	B9J08_002013		CAL0000224321
C3_07090W_A	HHT1	CAL0000190019	B9J08_004754		CAL0000224349
C1_06680W_A	VPS34	CAL0000195103	B9J08_003765		CAL0000224363
CR_09970W_A	UBC4	CAL0000178162	B9J08_002749		CAL0000223335
C1_11470C_A	DPP1	CAL0000186353	B9J08_001465		CAL0000224389
C3_00550C_A	HRK1	CAL0000192730	B9J08_003822		CAL0000224405
C3_02450W_A	HRT1	CAL0000179194	B9J08_002369		CAL0000224409
C3_05150W_A		CAL0000180372	B9J08_003095		CAL0000224431
C2_05650W_A	VPS35	CAL0000185637	B9J08_002955		CAL0000224435
CR_02240C_A	OPT2	CAL0000179020	B9J08_004545		CAL0000224451
C2_01580W_A	REX2	CAL0000187510	B9J08_003282		CAL0000224463
CR_03420C_A	NOT4	CAL0000188533	B9J08_002649		CAL0000224465
C5_04170W_A		CAL0000185225	B9J08_000530		CAL0000225227
C6_01850W_A		CAL0000192008	B9J08_005370		CAL0000225241
C3_05540C_A		CAL0000175395	B9J08_002410		CAL0000223811
C7_01350C_A		CAL0000201892	B9J08_005410		CAL0000223851
C3_04690C_A		CAL0000186970	B9J08_003757		CAL0000223859
C5_03090W_A	VPS4	CAL0000180282	B9J08_004068		CAL0000223923
C1_14310W_A		CAL0000182387	B9J08_002106		CAL0000223941
C2_00110W_A		CAL0000200492	B9J08_003901		CAL0000223949
CR_02740W_A	INN1	CAL0000193660	B9J08_004083		CAL0000223967
CR_01330W_A	CPA2	CAL0000195469	B9J08_002469		CAL0000223995
C2_05610C_A	RPS8A	CAL0000186765	B9J08_002961		CAL0000224023
CR_08160W_A	PTC5	CAL0000200868	B9J08_000108		CAL0000224041
C1_07230W_A	PHO15	CAL0000178325	B9J08_004228		CAL0000224057
C1_05900W_A		CAL0000188476	B9J08_002541		CAL0000224061
C3_03140C_A	DAL4	CAL0000177936	B9J08_000756		CAL0000224063
C2_01850W_A	RAD23	CAL0000183158	B9J08_004856		CAL0000224067
C2_00830C_A		CAL0000183980	B9J08_003328		CAL0000224483
C1_09860C_A	TFA1	CAL0000198769	B9J08_003545		CAL0000224491
C5_02860C_A	GRP2	CAL0000189861	B9J08_001622		CAL0000224495
C3_02030W_A		CAL0000196300	B9J08_000208		CAL0000224507
C4_06170C_A		CAL0000194613	B9J08_000908		CAL0000224561
C1_10860C_A	ADA2	CAL0000192402	B9J08_000255		CAL0000224567
CR_04030W_A	NIP100	CAL0000194365	B9J08_001844		CAL0000225423
C4_02740W_A		CAL0000185914	B9J08_002216		CAL0000225445
C3_02240C_A	GPA2	CAL0000186613	B9J08_002635		CAL0000225455
C5_04310W_A		CAL0000198030	B9J08_004358		CAL0000225461
C3_05800W_A		CAL0000194308	B9J08_004057		CAL0000225479
C1_00660C_A		CAL0000185526	B9J08_003244		CAL0000225513
C1_08300W_A	NOT5	CAL0000183176	B9J08_003617		CAL0000225519
C6_01520W_A		CAL0000186321	B9J08_000797		CAL0000225521
C5_05390C_A	PGA4	CAL0000186924	B9J08_005245		CAL0000225527
C2_04140W_A	CHS5	CAL0000186466	B9J08_000868		CAL0000225533
C2_09580W_A	AGE2	CAL0000177802	B9J08_004824		CAL0000225539
C7_03860W_A		CAL0000175297	B9J08_004648		CAL0000225545
CR_02260C_A		CAL0000189489	B9J08_002705		CAL0000225551
C5_02270W_A	THR4	CAL0000193606	B9J08_004696		CAL0000225559
C3_02320W_A	ILV2	CAL0000198378	B9J08_002629		CAL0000225567
C2_10270W_A	PUS7	CAL0000177714	B9J08_003826		CAL0000225595
C2_02440W_A		CAL0000181558	B9J08_003639		CAL0000225601
C1_09450C_A	NUP188	CAL0000201257	B9J08_005524		CAL0000225603
C1_12060C_A		CAL0000187635	B9J08_005277		CAL0000225609
CR_01690C_A	CDC60	CAL0000201312	B9J08_001765		CAL0000225621
C4_01300W_A		CAL0000188900	B9J08_000768		CAL0000225623
C5_02170C_A	GCD11	CAL0000197613	B9J08_003894		CAL0000225735
C2_06590C_A	GIT1	CAL0000193792	B9J08_000503		CAL0000225779
C1_04160C_A		CAL0000175962	B9J08_005139		CAL0000225783
CR_00140W_A	REP1	CAL0000192709	B9J08_002684		CAL0000225785
C5_00110C_A	THS1	CAL0000177380	B9J08_002778		CAL0000225793
C7_00620W_A	GUS1	CAL0000193213	B9J08_001156		CAL0000225817
C6_03460W_A		CAL0000184906	B9J08_005273		CAL0000225847
C1_07640C_A		CAL0000195277	B9J08_005433		CAL0000225851
C2_03240C_A	ROM2	CAL0000177920	B9J08_000510		CAL0000225869
C1_11120C_A		CAL0000182431	B9J08_000334		CAL0000225891
C1_04890W_A	YBN5	CAL0000180814	B9J08_004485		CAL0000216511
C2_09270C_A	SGT1	CAL0000180260	B9J08_003037		CAL0000216603
C5_03790W_A	GUK1	CAL0000178615	B9J08_002495		CAL0000216441
C4_04820C_A		CAL0000184844	B9J08_002317		CAL0000216445
C4_04360W_A		CAL0000194562	B9J08_001372		CAL0000216525
CR_07460C_A		CAL0000196504	B9J08_000466		CAL0000216541
C2_05550W_A		CAL0000189469	B9J08_001167		CAL0000216627
C4_00590C_A		CAL0000184462	B9J08_004411		CAL0000216463
C4_06100W_A	CWH41	CAL0000183221	B9J08_003347		CAL0000216465
C3_06790W_A	TRY6	CAL0000178438	B9J08_003409		CAL0000216573
C6_03000C_A		CAL0000178848	B9J08_001076		CAL0000216581
C5_00240W_A	SKN7	CAL0000174257	B9J08_001300		CAL0000216405
C7_01650W_A		CAL0000180736	B9J08_004738		CAL0000216485
C3_04780C_A		CAL0000178050	B9J08_001728		CAL0000216493
C1_00920W_A		CAL0000186004	B9J08_003427		CAL0000216731
C4_07120C_A	MSH2	CAL0000196306	B9J08_005310		CAL0000216679
CR_04740C_A	ADE6	CAL0000175495	B9J08_001975		CAL0000216747
CR_05890C_A		CAL0000177967	B9J08_001282		CAL0000216825
C1_00150C_A	RIM8	CAL0000197201	B9J08_001275		CAL0000216753
C1_10440W_A		CAL0000184460	B9J08_004773		CAL0000216755
CR_00850C_A	GSL2	CAL0000186782	B9J08_001020		CAL0000216715
C5_00400C_A		CAL0000201253	B9J08_001314		CAL0000216769
C1_04950C_A	RPM2	CAL0000181853	B9J08_004491		CAL0000216879
C4_06440C_A		CAL0000194240	B9J08_001804		CAL0000216657
C1_06360W_A		CAL0000193910	B9J08_000596		CAL0000216791
C6_02030C_A		CAL0000185966	B9J08_003682		CAL0000216663
C1_13600W_A		CAL0000186351	B9J08_000642		CAL0000216977
C5_02780W_A		CAL0000192713	B9J08_001096		CAL0000216891
C4_04160W_A		CAL0000174198	B9J08_005206		CAL0000217005
C1_03130C_A	GGA2	CAL0000181277	B9J08_000616		CAL0000217021
CR_08350W_A		CAL0000176393	B9J08_005000		CAL0000217017
C1_00700W_A		CAL0000176204	B9J08_003246		CAL0000218733
C1_08800W_A		CAL0000189668	B9J08_002300		CAL0000218751
C2_00710W_A	NPL6	CAL0000183327	B9J08_001288		CAL0000218775
CR_00670C_A		CAL0000175614	B9J08_002153		CAL0000218785
C6_02830W_A	MNN45	CAL0000175223	B9J08_000936		CAL0000218753
CR_04280C_A		CAL0000185017	B9J08_005484		CAL0000218761
C1_06380C_A		CAL0000186976	B9J08_000597		CAL0000217997
CR_08710W_A		CAL0000179919	B9J08_004904		CAL0000217395
C1_07780W_A		CAL0000177087	B9J08_001596		CAL0000217273
C4_05170C_A	NBP35	CAL0000200032	B9J08_004610		CAL0000217275
C4_01070W_A	HGT17	CAL0000196104	B9J08_002660		CAL0000217327
C2_04330C_A		CAL0000192420	B9J08_003729		CAL0000217345
C1_13770C_A		CAL0000194570	B9J08_002513		CAL0000217499
C2_02090W_A		CAL0000184115	B9J08_001193		CAL0000217285
C7_02510W_A		CAL0000180200	B9J08_001026		CAL0000217141
C6_00550W_A		CAL0000175745	B9J08_004595		CAL0000217237
CR_09590W_A		CAL0000175259	B9J08_002439		CAL0000217371
C4_01530C_A	ERG251	CAL0000198201	B9J08_005230		CAL0000217303
C2_05090W_A	MAK5	CAL0000200900	B9J08_002483		CAL0000217457
C3_06110C_A		CAL0000187953	B9J08_002125		CAL0000217311
C5_03290C_A		CAL0000177633	B9J08_002934		CAL0000217385
C5_00330C_A		CAL0000190839	B9J08_001307		CAL0000217387
C2_04510W_A	RIM2	CAL0000188052	B9J08_003719		CAL0000217501
C7_02670W_A		CAL0000198847	B9J08_001038		CAL0000217503
C3_06770W_A	SLU7	CAL0000178025	B9J08_002908		CAL0000217505
C6_00180C_A		CAL0000182931	B9J08_002161		CAL0000217519
C7_03640C_A		CAL0000182802	B9J08_002113		CAL0000217563
C2_04750W_A		CAL0000198849	B9J08_002950		CAL0000217581
C1_11140W_A		CAL0000194218	B9J08_000315		CAL0000217139
C2_02170W_A		CAL0000196772	B9J08_001186		CAL0000219437
C4_00220C_A	SUB2	CAL0000200240	B9J08_003512		CAL0000220123
C6_00130C_A	VID27	CAL0000179484	B9J08_005196		CAL0000220131
C4_05240C_A	VPH1	CAL0000191982	B9J08_005221		CAL0000220151
C4_00700C_A		CAL0000193109	B9J08_004417		CAL0000217609
C4_03270W_A	RPF1	CAL0000187860	B9J08_001377		CAL0000217619
C2_05470W_A	COQ5	CAL0000175801	B9J08_003631		CAL0000217659
CR_09840C_A		CAL0000188307	B9J08_005167		CAL0000217671
C3_00880W_A	KGD1	CAL0000193211	B9J08_002363		CAL0000217691
C5_01130W_A	CYC3	CAL0000175773	B9J08_000424		CAL0000217697
C6_00750C_A	PGK1	CAL0000184891	B9J08_001860		CAL0000220187
C3_07540C_A		CAL0000197093	B9J08_001746		CAL0000220197
C1_05750C_A		CAL0000194639	B9J08_004576		CAL0000220217
CR_04570C_A	CDC10	CAL0000188354	B9J08_004834		CAL0000220241
CR_03720W_A	TAL1	CAL0000194226	B9J08_005228		CAL0000220263
C7_00290C_A	HGT13	CAL0000201261	B9J08_001015		CAL0000220275
CR_02630C_A		CAL0000193401	B9J08_004090		CAL0000220277
CR_03970C_A	SEC22	CAL0000189362	B9J08_001839		CAL0000220295
C1_09360C_A		CAL0000200870	B9J08_002308		CAL0000220303
CR_01650W_A	URA5	CAL0000176894	B9J08_001761		CAL0000220337
C1_01890C_A		CAL0000191039	B9J08_004616		CAL0000220349
C3_03330C_A		CAL0000187187	B9J08_000166		CAL0000218703
C7_01580W_A	SMC6	CAL0000185544	B9J08_004726		CAL0000218727
CR_09520C_A		CAL0000176383	B9J08_002403		CAL0000218759
CR_05180C_A	SDH2	CAL0000198657	B9J08_002689		CAL0000220441
C7_00720W_A	RTF1	CAL0000177561	B9J08_003287		CAL0000220443
C2_10840W_A	RDH54	CAL0000199325	B9J08_001501		CAL0000220445
C4_04590W_A	SCS7	CAL0000201815	B9J08_001759		CAL0000220453
C4_01270W_A	RPS6A	CAL0000181351	B9J08_000771		CAL0000220459
CR_02350C_A	GEF2	CAL0000179877	B9J08_000982		CAL0000220465
C2_05410W_A		CAL0000188731	B9J08_003634		CAL0000220481
C4_02770C_A		CAL0000179097	B9J08_002213		CAL0000220499
C1_14520W_A		CAL0000201747	B9J08_001350		CAL0000220909
CR_10610C_A		CAL0000187239	B9J08_004121		CAL0000220917
C1_00140W_A	KEL1	CAL0000190815	B9J08_001274		CAL0000220923
C1_06270W_A		CAL0000193197	B9J08_000591		CAL0000220935
C1_08890C_A		CAL0000176904	B9J08_000327		CAL0000220999
CR_04110W_A		CAL0000196049	B9J08_005358		CAL0000221059
C4_03400W_A		CAL0000199629	B9J08_003597		CAL0000221075
C3_01410C_A	ALI1	CAL0000194133	B9J08_003300		CAL0000221079
C1_00170W_A	LEU4	CAL0000186267	B9J08_001277		CAL0000224617
C1_03220C_A	BMH1	CAL0000198341	B9J08_002322		CAL0000224667
C2_05500W_A	ATP4	CAL0000200090	B9J08_003138		CAL0000224669
CR_02820W_A	PGM2	CAL0000201506	B9J08_002477		CAL0000224703
C2_09470C_A	PMS1	CAL0000197853	B9J08_000094		CAL0000224793
CR_10100C_A	INO1	CAL0000189325	B9J08_002762		CAL0000224799
CR_04240C_A		CAL0000178904	B9J08_005488		CAL0000224811
C1_10330C_A		CAL0000174064	B9J08_002894		CAL0000224825
C1_08730W_A		CAL0000181817	B9J08_004555		CAL0000224861
C6_03550C_A		CAL0000184035	B9J08_003000		CAL0000224863
C5_05360C_A		CAL0000189307	B9J08_001475		CAL0000224869
C5_05260W_A	PSY4	CAL0000185442	B9J08_003976		CAL0000224881
CR_08430W_A		CAL0000184826	B9J08_000123		CAL0000224891
C7_02060W_A	LIG1	CAL0000175809	B9J08_004868		CAL0000224943
C1_11590W_A	PLD1	CAL0000189670	B9J08_001576		CAL0000224959
C1_00480C_A	GCN20	CAL0000181616	B9J08_003172		CAL0000225009
C6_02280W_A		CAL0000196675	B9J08_001926		CAL0000225025
C5_04850W_A		CAL0000199927	B9J08_004314		CAL0000225029
C7_04310C_A		CAL0000176874	B9J08_001558		CAL0000225035
C3_05990C_A		CAL0000186790	B9J08_001919		CAL0000225041
C6_01640W_A	MED19	CAL0000196428	B9J08_005384		CAL0000217635
C2_02930C_A		CAL0000200223	B9J08_002532		CAL0000218721
C3_00660W_A		CAL0000182953	B9J08_002861		CAL0000218853
CR_05130C_A		CAL0000188852	B9J08_002696		CAL0000218873
C2_02660W_A		CAL0000197648	B9J08_003086		CAL0000218899
C4_06930C_A	EXM2	CAL0000182143	B9J08_001509		CAL0000218913
C4_04930C_A		CAL0000191563	B9J08_004743		CAL0000218939
C4_02150C_A		CAL0000183187	B9J08_001391		CAL0000218945
C4_03800C_A	NUP84	CAL0000183841	B9J08_000332		CAL0000218999
C1_02370C_A		CAL0000194228	B9J08_000959		CAL0000219021
C2_08910C_A		CAL0000191269	B9J08_004788		CAL0000219025
C6_02050W_A	DBR1	CAL0000191567	B9J08_003680		CAL0000219033
CR_03390C_A	YKU80	CAL0000183388	B9J08_002984		CAL0000219081
C6_04130C_A	ALS4	CAL0000174423	B9J08_002582		CAL0000219107
C1_03510C_A		CAL0000194216	B9J08_003668		CAL0000219109
CR_01210C_A	HSE1	CAL0000197264	B9J08_004240		CAL0000219121
C3_07670W_A		CAL0000175539	B9J08_001210		CAL0000219127
C4_03590C_A	OSH3	CAL0000199856	B9J08_004712		CAL0000219139
C3_00460W_A	ATP5	CAL0000190613	B9J08_004005		CAL0000219143
C1_01880C_A	PTR3	CAL0000187245	B9J08_004617		CAL0000219169
C1_11870W_A	MUP1	CAL0000175765	B9J08_001567		CAL0000219185
C3_04940W_A		CAL0000197875	B9J08_002275		CAL0000219209
C1_09750W_A		CAL0000174567	B9J08_002744		CAL0000217549
C3_00100W_A		CAL0000187554	B9J08_001782		CAL0000226569
C1_07400C_A		CAL0000180756	B9J08_001617		CAL0000226913
C1_14240W_A		CAL0000189929	B9J08_003058		CAL0000227097
C7_02150C_A	ECM42	CAL0000177240	B9J08_004682		CAL0000219195
C2_00820W_A		CAL0000188182	B9J08_003327		CAL0000219203
C7_02810W_A	PRX1	CAL0000196398	B9J08_003437		CAL0000220415
C7_04000W_A		CAL0000196432	B9J08_000277		CAL0000220961
CR_08550W_A		CAL0000186425	B9J08_000114		CAL0000225083
C1_00540C_A		CAL0000201663	B9J08_003233		CAL0000225087
CR_00520C_A	CRM1	CAL0000197974	B9J08_000693		CAL0000225089
C1_03060C_A	TSR2	CAL0000185349	B9J08_004953		CAL0000225111
CR_10600C_A		CAL0000191686	B9J08_004122		CAL0000225131
C1_02280C_A	PSY2	CAL0000200329	B9J08_000950		CAL0000225137
C1_10250C_A		CAL0000178209	B9J08_004034		CAL0000225183
CR_05840W_A		CAL0000186415	B9J08_004258		CAL0000225201
C1_06530C_A		CAL0000197778	B9J08_000611		CAL0000225219
C3_06920W_A		CAL0000189973	B9J08_001231		CAL0000225259
C6_00710W_A		CAL0000190699	B9J08_001864		CAL0000225297
C4_01560C_A		CAL0000193613	B9J08_005232		CAL0000225301
C1_02520W_A	SCW4	CAL0000198806	B9J08_002596		CAL0000225305
C1_13300C_A	RPN1	CAL0000177742	B9J08_001783		CAL0000225349
C1_05670W_A		CAL0000183285	B9J08_005088		CAL0000225351
CR_06850C_A		CAL0000187569	B9J08_004567		CAL0000225357
C1_11430W_A		CAL0000187847	B9J08_001470		CAL0000225363
C5_01090C_A		CAL0000174699	B9J08_000421		CAL0000225397
C2_00140W_A	NDT80	CAL0000201259	B9J08_000388		CAL0000225403
C4_05230C_A		CAL0000185245	B9J08_005222		CAL0000227539
C3_00820W_A	SCT1	CAL0000199713	B9J08_002846		CAL0000216193
